IDLocator,L_Route,L_Dir,L_Lane,L_Section
1,DummyFile,5,1,701101
2,3869_6,6,4,400370
3,3869_5,5,4,400360
4,3869_6,6,3,300370
5,3869_5,5,3,300360
6,3869_6,6,2,200370
7,3869_5,5,2,200360
8,3869_6,6,1,100370
9,3869_5,5,1,100360
10,4476_6,6,4,400560
11,701101,5,1,701101
12,3874_6,6,4,400390
13,3874_5,5,4,400380
14,4476_5,5,4,400550
15,3874_6,6,3,300390
16,4476_6,6,3,300560
17,3874_5,5,3,300380
18,4476_5,5,3,300550
19,3874_6,6,2,200390
20,4476_6,6,2,200560
21,3874_5,5,2,200380
22,4476_5,5,2,200550
23,3874_6,6,1,100390
24,4476_6,6,1,100560
25,3874_5,5,1,100380
26,4476_5,5,1,100550
27,RW_020,5,1,100870
28,3888_6,6,2,200430
29,3888_6,6,3,300430
30,3888_5,5,3,300420
31,3888_5,5,2,200420
32,3888_5,5,1,100420
33,3888_6,6,1,100430
34,3807_5,5,3,300300
35,3807_6,6,3,300310
36,3807_5,5,4,400300
37,3807_6,6,4,400310
38,3807_5,5,2,200300
39,75_6,6,1,100730
40,75_5,5,1,100720
41,75_6,6,2,200730
42,3807_5,5,1,100300
43,3807_6,6,2,200310
44,75_5,5,2,200720
45,3807_6,6,1,100310
46,75_5,5,3,300720
47,4078_5_1,5,1,100500
48,75_6,6,3,300730
49,3754_5,5,3,300170
50,3754_5,5,1,100170
51,3754_6,6,1,100180
52,3754_5,5,2,200170
53,3754_6,6,2,200180
54,3754_6,6,3,300180
55,3754_5,5,4,400170
56,3754_6,6,4,400180
57,3752_5,5,2,200150
58,3752_6,6,2,200160
59,3752_5,5,1,100150
60,3752_6,6,1,100160
61,3758_6,6,2,200210
62,3758_5,5,2,200200
63,3758_6,6,1,100210
64,3758_5,5,1,100200
65,4063_5,5,2,200470
66,4063_6,6,2,200480
67,4063_5,5,3,300470
68,4063_6,6,3,300480
69,3772_6_1,6,1,100280
70,4236_5,5,3,301040
71,117_6,6,1,100970
72,117_5,5,1,100930
73,117_6,6,2,200970
74,117_5,5,2,200930
75,117_6,6,3,300970
76,117_5,5,3,300930
77,117_6,6,4,400970
78,117_5,5,4,400930
79,RW_124_5,5,1,102240
80,RW_124_6,6,1,102250
81,RW_124_5,5,2,202240
82,RW_124_6,6,2,202250
83,RW_124_5,5,3,302240
84,RW_124_6,6,3,302250
85,597_6,6,1,101270
86,597_5,5,1,101260
87,597_6,6,2,201270
88,597_6,6,3,301270
89,484_5,5,1,101070
90,484_6,6,1,101080
91,484_5,5,2,201070
92,484_6,6,2,201080
93,484_5,5,3,301070
94,484_6,6,3,301080
95,490_5,5,1,101100
96,490_6,6,1,101110
97,RW_021,5,1,101410
98,490_5,5,2,201100
99,490_6,6,2,201110
100,490_5,5,3,301100
101,490_6,6,3,301110
102,490_5,5,4,401100
103,490_6,6,4,401110
104,4236_5,5,1,101040
105,RW_119_5,5,1,102160
106,3813_5,5,1,100320
107,3813_6,6,1,100340
108,3743_5,5,1,100130
109,3743_6,6,1,100140
110,3743_5,5,2,200130
111,3743_6,6,2,200140
112,3743_5,5,3,300130
113,3743_6,6,3,300140
114,4767_6,6,1,100580
115,7436_5,5,1,100660
116,7438_5,5,1,100680
117,7439_5,6,1,100700
118,4767_5,5,1,100570
119,7439_6,6,1,100710
120,7939_6,6,2,200780
121,7939_5,5,1,100770
122,7939_6,6,1,100780
123,7939_5,5,2,200770
124,RW_019_6,6,1,100860
125,3743_6,6,4,400140
126,3884_5,5,1,104050
127,3884_6,6,2,204070
128,3884_6,6,1,104070
129,3884_5,5,2,204050
130,3884_6,6,3,304070
131,3884_5,5,3,304050
132,7439_5,5,1,100700
133,119_6,6,1,103780
134,119_6,6,3,303780
135,119_6,6,2,203780
136,116_5,5,2,203720
137,119_5,5,2,203740
138,119_5,5,1,103740
139,119_5,5,3,303740
140,116_6,6,1,103730
141,116_6,6,3,303730
142,116_6,6,2,203730
143,116_5,5,1,103720
144,116_5,5,3,303720
145,116_5,5,4,403720
146,116_6,6,4,403730
147,119_5,5,4,403740
148,3873_6,6,3,304000
149,3873_5,5,1,103990
150,3873_6,6,1,104000
151,3873_5,5,2,203990
152,3873_6,6,2,204000
153,3873_5,5,3,303990
154,3318_6,6,3,303950
155,3887_5,5,3,304110
156,3887_6,6,3,304120
157,3887_5,5,1,104110
158,3887_6,6,1,104120
159,3887_5,5,2,204110
160,3887_6,6,2,204120
161,3318_5,5,1,103940
162,3318_6,6,1,103950
163,3318_5,5,3,303940
164,3318_5,5,2,203940
165,3318_6,6,2,203950
166,3498_5,5,3,303960
167,3498_6,6,2,203970
168,3498_6,6,3,303970
169,3498_5,5,1,103960
170,3498_6,6,1,103970
171,3498_5,5,2,203960
172,605_5,5,1,101340
173,605_6,6,1,101360
174,605_5,5,2,201340
175,605_6,6,2,201360
176,605_5,5,3,301340
177,605_6,6,3,301360
178,605_6,6,4,401360
179,4236_6,6,1,101060
180,RW_119_6,6,1,102170
181,4236_5,5,2,201040
182,RW_119_5,5,2,202160
183,4236_6,6,2,201060
184,RW_119_5,5,3,302160
185,6109_5,5,3,306550
186,5014_6,6,1,105500
187,3660-RAB1,5,1,105530
188,5014_5,5,1,105540
189,3660-RAB1,5,2,205530
190,3660-RAB1,5,3,305530
191,5014_6,6,2,205500
192,5014_5,5,2,205540
193,6298_5,5,1,105550
194,6298_6,6,1,105560
195,6298_5,5,2,205550
196,6298_6,6,2,205560
197,6298_5,5,3,305550
198,6298_6,6,3,305560
199,7480,5,1,105480
200,3380_5,5,1,106310
201,3380_6,6,2,206320
202,3378_6,6,2,206030
203,3378_5,5,1,106020
204,3976_6,6,2,205420
205,3976_6,6,1,105420
206,3811_6,6,1,105430
207,3811_5,5,1,105440
208,3976_5,5,1,105450
209,3811_6,6,2,205430
210,3811_5,5,2,205440
211,3976_6,6,3,305420
212,3811_6,6,3,305430
213,3811_5,5,3,305440
214,3976_5,5,3,305450
215,119_6_2,6,1,106260
216,6109_5,5,1,106550
217,6109_6,6,1,106560
218,9999_19,5,1,105460
219,9999_19-RAB1,5,1,105470
220,3660_5,5,1,105510
221,3660_6,6,1,105520
222,3660_5,5,2,205510
223,3660_6,6,2,205520
224,3884_5_4,5,1,106360
225,3660_5,5,3,305510
226,3886_5,5,1,106070
227,3811_6_1,6,1,106340
228,3660_6,6,3,305520
229,9999_18,5,1,105490
230,3819_5,5,1,105930
231,3811_5_1,5,1,106010
232,5014_6,6,3,305500
233,3976_5,5,2,205450
234,3976_6,6,4,405420
235,3811_6,6,4,405430
236,3811_5,5,4,405440
237,3976_5,5,4,405450
238,6109_5,5,2,206550
239,6109_6,6,2,206560
240,3380_6,6,1,106320
241,3380_5,5,2,206310
242,3378_6,6,1,106030
243,3378_5,5,2,206020
244,3378_5,5,3,306020
245,3378_6,6,3,306030
246,3886_5,5,3,306070
247,3886_6,6,1,106080
248,3886_6,6,2,206080
249,4238_5,5,1,105790
250,3346_5,5,1,105180
251,5014_5,5,3,305540
252,3886_5,5,2,206070
253,3886_6,6,3,306080
254,4239_5,5,1,105990
255,4239_6,6,2,206000
256,4239_6,6,1,106000
257,4239_5,5,2,205990
258,3814_5,5,3,305100
259,7409_6,6,1,105040
260,7409_5,5,1,105060
261,7409_6,6,2,205040
262,7409_5,5,2,205060
263,7409_6,6,3,305040
264,7409_5,5,3,305060
265,3377,5,1,106060
266,4027_5,5,1,106430
267,4798_5,5,1,106490
268,4798_6,6,1,106500
269,4798_5,5,2,206490
270,4798_6,6,2,206500
271,4799,5,1,106510
272,4799_1,5,1,106520
273,7386,5,1,106580
274,RW_290,5,1,106760
275,RW_289,5,1,106750
276,7385,5,1,106570
277,RW_288,5,1,106740
278,4027_6,6,1,106440
279,4027_6,6,1,106450
280,119_5_7,5,1,106230
281,3380_6_1,6,1,106330
282,4317_5,5,3,305330
283,3814_6,6,3,305070
284,3346_5,5,2,205180
285,3352_6,6,2,205160
286,3540_5,5,1,105190
287,3540_6,6,1,105200
288,3540_5,5,2,205190
289,3540_6,6,2,205200
290,3540_5,5,3,305190
291,3540_6,6,3,305200
292,3812_6,6,1,105240
293,3656_5,5,1,105280
294,3656_6,6,1,105300
295,3656_5,5,2,205280
296,3656_6,6,2,205300
297,3812_5,5,1,105230
298,3812_5,5,2,205230
299,3812_6,6,2,205240
300,3812_6,6,3,305240
301,4317_5,5,1,105330
302,4317_6,6,1,105340
303,4317_5,5,2,205330
304,3814_6,6,3,305080
305,3352_6,6,1,105160
306,3352_5,5,2,205150
307,3352_5,5,1,105150
308,3322_6,6,2,205390
309,4948_5,5,1,105350
310,4317_5,5,4,405330
311,4317_6,6,4,405340
312,3322_6,6,1,105390
313,4948_5,5,2,205350
314,4948_6,6,1,105360
315,4948_6,6,2,205360
316,3322_5,5,2,205370
317,3322_5,5,1,105370
318,RW_031,5,1,105320
319,3812_5,5,3,305230
320,4317_6,6,3,305340
321,4317_6,6,2,205340
322,3819_5,5,2,205930
323,3821_5,5,3,305120
324,3814_6,6,2,205070
325,3814_6,6,2,205080
326,3561,6,2,205090
327,3346_6,6,2,205210
328,3346_6,6,1,105210
329,4237_6,6,1,107650
330,4237_5,5,2,207640
331,4237_5,5,1,107640
332,4237_6,6,2,207650
333,4237_6,6,3,307650
334,4237_5,5,3,307640
335,3291_5,5,1,106940
336,3291_6,6,1,106950
337,3291_6,6,2,206950
338,3291_5,5,2,206940
339,3649_5,5,1,106980
340,3649_6,6,1,106990
341,3649_6,6,2,206990
342,3649_5,5,2,206980
343,3649_6,6,3,306990
344,3649_5,5,3,306980
345,3274_5,5,1,106880
346,3274_6,6,2,206890
347,3822_6,6,1,107300
348,4603_6,6,1,107750
349,4603_5,5,2,207740
350,3822_5,5,2,207290
351,4603_6,6,2,207750
352,3822_5,5,3,307290
353,3274_6,6,1,106890
354,3822_6,6,2,207300
355,3274_5,5,2,206880
356,4603_5,5,1,107740
357,3822_5,5,1,107290
358,3274_6,6,3,306890
359,3822_6,6,3,307300
360,3274_5,5,3,306880
361,8555,5,1,108090
362,4600_5,5,2,207720
363,4600_6,6,2,207730
364,4600_5,5,3,307720
365,4600_5,5,1,107720
366,4600_6,6,1,107730
367,4600_6,6,3,307730
368,3885_6,6,1,107510
369,3885_5,5,2,207490
370,3885_5,5,1,107490
371,3885_6,6,2,207510
372,3885_6,6,3,307510
373,3885_5,5,3,307490
374,3885_6,6,4,407510
375,3885_5,5,4,407490
376,3779_5,5,1,107120
377,3693_5,5,1,107000
378,3693_6,6,1,107010
379,3779_6,6,1,107130
380,3796_5,5,1,107140
381,3796_6,6,1,107150
382,3693_5,5,2,207000
383,3779_5,5,2,207120
384,3693_6,6,2,207010
385,3818_5,5,1,107270
386,3818_6,6,1,107280
387,3879_5,5,1,107450
388,3879_6,6,1,107460
389,3879_5,5,2,207450
390,3879_6,6,2,207460
391,3879_5,5,3,307450
392,3879_6,6,3,307460
393,3879_5,5,4,407450
394,3818_6,6,2,207280
395,3818_5,5,2,207270
396,119_6_7,6,1,103830
397,119_5_4,5,1,103770
398,3818_6,6,3,307280
399,3818_5,5,3,307270
400,RW_060,5,1,104620
401,3887-RAB1,5,1,104100
402,4047_5,5,2,207540
403,3287_6,6,2,206930
404,3287_6,6,1,106930
405,3809_5,5,1,107250
406,3809_5,5,3,307250
407,3287_5,5,1,106920
408,RW_281,5,1,108280
409,3287_5,5,2,206920
410,3809_5,5,2,207250
411,3809_6,6,2,207260
412,3809_6,6,3,307260
413,3809_6,6,1,107260
414,RW_012,5,1,104490
415,119_6_5,6,1,105000
416,119_6_6,6,1,103810
417,119_6_9,6,1,103850
418,601_6,6,1,101320
419,601_6_1,6,1,101330
420,601_5,5,2,201280
421,601_6_1,6,2,201330
422,601_6,6,2,201320
423,601_5,5,1,101280
424,601_5_1,5,1,101310
425,601_6_1,6,3,301330
426,601_5,5,3,301280
427,601_5_1,5,3,301310
428,601_6,6,3,301320
429,601_6_1,6,4,401330
430,601_6,6,4,401320
431,601_5,5,4,401280
432,601_5_1,5,4,401310
433,119_5_5,5,1,104950
434,119_5_6,5,1,104960
435,3811_6_3,6,1,105590
436,3811_6_2,6,1,106350
437,3878_6,6,2,207430
438,3878_5,5,1,107420
439,3878_6,6,1,107430
440,3878_5,5,2,207420
441,3878_6,6,3,307430
442,3878_5,5,3,307420
443,4236_5,5,4,401040
444,4236_6,6,3,301060
445,4236_6,6,4,401060
446,3607_5,5,1,106960
447,3607_6,6,1,106970
448,3607_6,6,2,206970
449,3607_5,5,2,206960
450,3766_6,6,3,307060
451,3766_6,6,2,207060
452,3766_5,5,2,207050
453,3766_5,5,1,107050
454,3766_6,6,1,107060
455,3771_5,5,1,107070
456,3771_6,6,2,207080
457,3771_6,6,1,107080
458,3771_5,5,2,207070
459,3771_6,6,3,307080
460,3771_5,5,3,307070
461,3798_5,5,1,107210
462,3798_6,6,1,107220
463,3798_6,6,2,207220
464,3798_5,5,2,207210
465,3798_6,6,3,307220
466,3798_5,5,3,307210
467,3799_6,6,2,207240
468,3799_5,5,2,207230
469,3799_5,5,1,107230
470,3799_6,6,1,107240
471,3823_6,6,1,107370
472,3823_5,5,1,107320
473,6299_5,5,1,108060
474,6299_6,6,1,108080
475,3823_6,6,2,207370
476,3823_5,5,2,207320
477,3823_5_3,5,1,107350
478,3823_6,6,3,307370
479,3823_5,5,3,307320
480,3823_6,6,4,407370
481,3823_5,5,4,407320
482,4612_5,5,1,107770
483,4612_5,5,2,207770
484,4612_6,6,2,207780
485,4612_6,6,1,107780
486,4616_6,6,2,207790
487,4616_6,6,1,107790
488,4336_5,5,1,107690
489,4336_6,6,1,107700
490,4336_6,6,2,207700
491,4336_5,5,2,207690
492,4336_6,6,3,307700
493,4336_5,5,3,307690
494,118_5,5,3,306800
495,119_6_9,6,2,203850
496,118_6,6,1,106810
497,118_5,5,2,206800
498,118_6,6,2,206810
499,118_5,5,1,106800
500,118_6,6,3,306810
501,119_6_7,6,3,303830
502,3796_6,6,2,207150
503,RW_001,5,1,108110
504,RW_002,5,1,108120
505,RW_003,5,1,108130
506,5610,5,1,107900
507,3796_5,5,2,207140
508,RW_118_5,5,1,102140
509,495,5,1,101130
510,RW_121,5,1,102190
511,RW_122_5,5,1,102200
512,RW_122_6,5,2,202210
513,545_5,5,1,101190
514,545_6,6,1,101200
515,596_5,5,1,101240
516,596_6,6,1,101250
517,RW_024,5,1,101440
518,545_5,5,2,201190
519,545_6,6,2,201200
520,596_5,5,2,201240
521,RW_142_5,5,1,102460
522,RW_141,5,1,102450
523,RW_143,5,1,102490
524,RW_126,5,1,102270
525,RW_129,5,1,102300
526,RW_123_5,5,1,102220
527,RW_123_6,6,1,102230
528,RW_123_6,6,2,202230
529,RW_123_5,5,2,202220
530,RW_145,5,1,102510
531,RW_146,5,1,102520
532,RW_142_5,5,2,202460
533,RW_142_5,5,3,302460
534,RW_142_6,6,1,102470
535,RW_142_6,6,2,202470
536,RW_142_6,6,3,302470
537,RW_142_RAB,5,1,102480
538,RW_142_RAB,5,2,202480
539,RW_142_RAB,5,3,302480
540,RW_142_5,5,4,402460
541,RW_159,5,1,102670
542,RW_164,5,1,102730
543,RW_165,5,1,102740
544,RW_166,5,1,102750
545,RW_149,5,1,102550
546,RW_158,5,1,102660
547,RW_150,5,1,102560
548,RW_155,5,1,102620
549,RW_167,5,1,102760
550,RW_180_5,5,1,102910
551,RW_180_6,6,1,102920
552,RW_180_RAB,5,1,102920
553,RW_159,5,2,202670
554,RW_178_5,5,2,202880
555,RW_220_5,5,1,103490
556,RW_227_5,5,1,103590
557,RW_227_6,6,1,103600
558,RW_227_RAB,5,1,103610
559,RW_090,5,1,101810
560,RW_091,5,1,101820
561,RW_092,5,1,101830
562,RW_093,5,1,101840
563,RW_094_RAB,5,1,101850
564,601_5_1,5,2,201310
565,RW_079,5,1,101700
566,540,5,1,101140
567,596_6,6,2,201250
568,RW_163,5,1,102720
569,RW_172,5,1,102810
570,RW_173,5,1,102820
571,RW_180_5,5,2,202910
572,RW_180_6,6,2,202920
573,RW_220_6,6,1,103510
574,RW_220_6,6,2,203510
575,RW_101,5,1,101930
576,RW_104,5,1,101960
577,RW_106,5,1,101990
578,RW_098,5,1,101890
579,RW_061,5,1,101480
580,RW_063,5,1,101510
581,RW_063_6,6,1,101520
582,RW_070,5,1,101600
583,RW_076,5,1,101670
584,RW_081,5,1,101720
585,RW_083,5,1,101740
586,RW_101,5,1,101920
587,RW_110,5,1,102040
588,RW_111,5,1,102050
589,RW_112_RAB,5,1,102070
590,RW_113,5,1,102080
591,RW_114,5,1,102090
592,RW_115,5,1,102100
593,RW_116_RAB,5,1,102120
594,RW_117_RAB,5,1,102130
595,RW_118_6,6,1,102150
596,RW_118_5,5,2,202140
597,RW_118_6,6,2,202150
598,RW_118_5,5,3,302140
599,488_5,5,1,101090
600,RW_069,5,1,101590
601,488_6,6,3,301090
602,488_5,5,2,201090
603,488_6,6,2,201090
604,488_5,5,3,301090
605,488_6,6,1,101090
606,RW_118_6,6,3,302150
607,RW_102,5,1,101940
608,RW_077,5,1,101680
609,RW_082,5,1,101730
610,RW_084,5,1,101750
611,RW_085,5,1,101760
612,RW_086,5,1,101770
613,RW_087,5,1,101780
614,RW_088_RAB,5,1,101790
615,RW_089_RAB,5,1,101800
616,RW_071,5,1,101610
617,RW_072,5,1,101620
618,RW_073,5,1,101640
619,RW_078,5,1,101690
620,RW_160,5,1,102680
621,RW_161,5,1,102700
622,RW_168,5,1,102770
623,RW_169,5,1,102780
624,RW_191,5,1,103060
625,RW_194_6,6,1,103100
626,RW_195,5,1,103110
627,RW_196,5,1,103120
628,RW_198,5,1,103150
629,RW_200,5,1,103170
630,RW_200_5_1,5,1,103190
631,RW_200_RAB,5,1,103210
632,RW_205,5,1,103260
633,RW_220_5,5,2,203490
634,117_6_1,6,1,100980
635,3250_6,6,1,106870
636,116_5_1,5,1,106770
637,6133,5,1,108020
638,6134,5,1,108030
639,4595,5,1,107710
640,3250_6,6,2,206870
641,3250_5,5,1,106860
642,3249_6,6,1,106850
643,3249_5,5,2,206830
644,3250_6,6,3,306870
645,3249-RAB1,5,1,106820
646,3249-RAB1,5,2,206820
647,3249_5,5,1,106830
648,3250_5,5,2,206860
649,3250_5,5,3,306860
650,3278_6,6,2,206910
651,3278_5,5,2,206900
652,3278_5,5,1,106900
653,3278_6,6,1,106910
654,RW_280,5,1,108270
655,4335,5,1,107660
656,4604,5,1,107760
657,3884_5_2,5,1,107470
658,3814_6,6,1,105070
659,3814_6,6,1,105080
660,3561,6,1,105090
661,3814_5,5,1,105100
662,3814_5,5,2,205100
663,3884-RAB2,5,1,105950
664,3884_5_3,5,1,105960
665,3547_6,6,1,105630
666,3821_5,5,2,205120
667,3547_5,5,2,205600
668,3819_5,5,3,305930
669,RW_022,5,1,101420
670,RW_147,5,1,102530
671,601_5,5,1,101300
672,RW_178_5,5,1,102880
673,RW_181,5,1,102930
674,RW_185,5,1,102990
675,RW_201,5,1,103220
676,RW_204,5,1,103250
677,RW_200_6,6,2,203200
678,RW_206_6,6,2,203280
679,RW_200_5,5,1,103180
680,RW_200_6,6,1,103200
681,RW_206_6,6,1,103280
682,RW_206_6_1,6,1,103290
683,RW_206_5,5,2,203270
684,RW_206_5,5,1,103270
685,RW_206_6_1,6,2,203290
686,RW_215,5,1,103450
687,RW_217,5,1,103460
688,RW_212_5,5,2,203410
689,RW_199,5,1,103160
690,RW_200_5,5,2,203180
691,RW_187_5,5,1,103010
692,RW_187_6,6,1,103020
693,601_5,5,2,201300
694,RW_171,5,2,202800
695,RW_179_5,5,2,202890
696,RW_194_6,6,2,203100
697,RW_179_6,6,2,202900
698,RW_197_5,5,2,203130
699,RW_177,5,1,102860
700,RW_179_5,5,1,102890
701,RW_178_6,6,2,202880
702,RW_197_5,5,1,103130
703,RW_197_6,6,2,203140
704,RW_179_6,6,1,102900
705,RW_182,5,1,102950
706,RW_185,5,1,102980
707,RW_184,5,1,102970
708,RW_187_5,5,2,203010
709,RW_188,5,1,103030
710,RW_194_5,5,2,203090
711,RW_187_6,6,2,203020
712,RW_194_5,5,1,103090
713,RW_171,5,1,102800
714,RW_176,5,1,102850
715,RW_178_6,6,1,102880
716,RW_197_6,6,1,103140
717,RW_212_5,5,1,103410
718,RW_216,5,1,103450
719,RW_193,5,1,103080
720,RW_161,5,2,202690
721,RW_161,5,2,202700
722,RW_137_5,5,1,102410
723,RW_122_5,5,2,202200
724,RW_135_6,6,2,202380
725,3813_5_1,5,1,100330
726,3813_6_1,6,1,100350
727,3813_5_1,5,2,200330
728,3813_6_1,6,2,200350
729,3729_5,5,1,100090
730,3729_5,5,2,200090
731,3729_6,6,2,200100
732,3729_6,6,3,300100
733,3729_5,5,3,300090
734,3729-RAB2,5,1,100080
735,3729_6,6,1,100100
736,3980-RAB1,5,1,100440
737,3980_5,5,1,100450
738,3980_6,6,1,100460
739,3729-RAB2,5,2,200080
740,3980-RAB1,5,2,200440
741,3980_5,5,2,200450
742,3980_6,6,2,200460
743,3729-RAB1,5,1,100070
744,3734_5,5,1,100110
745,3734_6,6,1,100120
746,3729-RAB1,5,2,200070
747,3734_5,5,2,200110
748,3734_6,6,2,200120
749,3729-RAB1,5,3,300070
750,3734_5,5,3,300110
751,3734_6,6,3,300120
752,4829-RAB1,5,1,100610
753,4829_5,6,1,100620
754,4829_5,5,1,100630
755,9999_27_5,5,1,100830
756,4829_6,5,1,100640
757,3813_6_1,6,3,300350
758,RW_019_5,5,1,100850
759,RW_262_5,5,1,100880
760,RW_262_6,6,1,100890
761,RW_263_5,5,1,100900
762,9999_26_5,5,1,100810
763,9999_26_6,6,1,100820
764,RW_263_6,6,1,100910
765,4079_6,6,1,100540
766,4079_5,5,1,100530
767,3813_6,6,2,200340
768,3813_6,6,3,300340
769,118_6,6,4,406810
770,118_5,5,4,406800
771,116_6_1,6,1,106780
772,4285_5,5,1,104350
773,3877_6,6,1,104020
774,RW_235,5,1,104630
775,3877_5,5,1,104010
776,3877_6,6,2,204020
777,4131_1,5,1,104220
778,RW_238,5,1,104660
779,RW_243,5,1,104710
780,4132,5,1,104230
781,4133,5,1,104240
782,RW_241,5,1,104690
783,RW_242,5,1,104700
784,RW_237,5,1,104650
785,RW_005,5,1,104420
786,RW_236,5,1,104640
787,RW_244,5,1,104720
788,RW_240,5,1,104680
789,RW_239,5,1,104670
790,4131,5,1,104210
791,3884_5_1,5,1,104060
792,3877_6_1,6,1,104030
793,3884_6_4,6,1,104080
794,4134,5,1,104250
795,4135,5,1,104260
796,7082,5,1,104370
797,8546,5,1,104410
798,RW_014,5,1,104510
799,RW_248,5,1,104760
800,RW_249,5,1,104770
801,RW_250,5,1,104780
802,RW_251,5,1,104790
803,3200_5,5,1,103870
804,3200_5,5,2,203870
805,3200_6,6,2,203880
806,3200_6,6,1,103880
807,4280,5,1,104340
808,RW_253,5,1,104810
809,3200_5,5,3,303870
810,3200-RAB1,5,1,103860
811,RW_013,5,1,104500
812,3200-RAB1,5,2,203860
813,3200_6,6,3,303880
814,4268,5,1,104330
815,RW_018_a,5,1,104550
816,RW_252,5,1,104800
817,RW_254,5,1,104820
818,RW_018_b,5,1,104560
819,3203,5,1,103890
820,3207,5,1,103920
821,3209,5,1,103930
822,3898,5,1,104170
823,7161,5,1,104380
824,3205,5,1,103910
825,4265,5,1,104300
826,4266,5,1,104310
827,4267,5,1,104320
828,7162,5,1,104390
829,3897,5,1,104160
830,RW_255,5,1,104830
831,3204,5,1,103900
832,4188,5,1,104270
833,RW_257,5,1,104850
834,RW_258,5,1,104860
835,3896_a,5,1,104150
836,3896,5,1,104140
837,RW_009,5,1,104460
838,RW_010,5,1,104470
839,RW_011,5,1,104480
840,3895,5,1,104130
841,7162_1,5,1,104400
842,RW_016,5,1,104530
843,RW_247,5,1,104750
844,RW_246,5,1,104740
845,3877_5,5,2,204010
846,4125,5,1,104200
847,RW_260,5,1,104890
848,RW_261,5,1,104900
849,RW_264,5,1,104910
850,3973_6,6,3,306390
851,4320_5,5,1,106130
852,4320_6,6,1,106140
853,RW_049_6,6,1,106160
854,RW_050_5,5,1,106170
855,RW_050_6,6,1,106180
856,RW_049_5,5,3,306150
857,RW_052,5,3,306210
858,RW_049_5,5,1,106150
859,RW_050_5,5,2,206170
860,RW_049_RAB3,5,2,206660
861,RW_050_RAB3,5,1,106670
862,4320_5,5,2,206130
863,4320_6,6,2,206140
864,RW_049_5,5,2,206150
865,RW_049_6,6,2,206160
866,RW_050_6,6,2,206180
867,RW_050_RAB3,5,2,206670
868,RW_051_6,5,1,106200
869,4320_5,5,3,306130
870,4320_6,6,3,306140
871,3378-RAB2,5,1,106050
872,3378-RAB2,5,2,206050
873,3378-RAB2,5,3,306050
874,RW_049_RAB1,5,1,106640
875,RW_053,5,1,106680
876,RW_049_RAB1,5,2,206640
877,RW_049_RAB3,5,1,106660
878,RW_054,5,1,106220
879,RW_049_RAB2,5,1,106650
880,RW_055,5,1,106690
881,RW_056,5,1,106700
882,RW_057,5,1,106710
883,RW_054,5,2,206220
884,RW_049_RAB2,5,2,206650
885,RW_051_6,5,2,206200
886,3380-RAB1,5,1,106280
887,3380-RAB1,5,2,206280
888,3380-RAB2,5,1,106290
889,3380-RAB2,5,2,206290
890,119_6_1,6,1,106240
891,3973_6,6,2,206390
892,RW_052,5,1,106210
893,3884_6_2,6,1,105970
894,3884-RAB2,5,2,205950
895,3884-RAB2,5,3,305950
896,4239-RAB1,5,1,105980
897,4239-RAB1,5,2,205980
898,3547_5,5,1,105600
899,3821_6,6,1,105110
900,3821_5,5,1,105120
901,4312_6,6,1,105410
902,4312_5,5,1,105400
903,3322-RAB1,5,1,105380
904,3322-RAB1,5,2,205380
905,3884_6_3,6,1,107480
906,4253_6,6,1,104290
907,4253_5,5,2,204280
908,4843_5,5,1,107800
909,4843_6,6,1,107810
910,RW_267,5,1,103650
911,RW_270,5,1,103680
912,4078_6,6,1,100510
913,4078_5,5,1,100490
914,4078_6,6,2,200510
915,4078_5,5,3,300490
916,4078_6_1,6,1,100520
917,4078_5,5,2,200490
918,3604_5_1,5,1,100040
919,RW_122_6,5,1,102210
920,RW_135_5,5,1,102370
921,RW_137_6,6,1,102420
922,RW_121,5,2,202190
923,RW_135_6,6,1,102380
924,RW_137_5,5,2,202410
925,RW_137_6,6,2,202420
926,RW_135_5,5,2,202370
927,RW_134,5,1,102340
928,RW_136_5,5,1,102390
929,RW_136_6,6,1,102400
930,RW_137_6,6,3,302420
931,RW_136_5,5,2,202390
932,RW_136_6,6,2,202400
933,RW_137_5,5,3,302410
934,RW_134_5,5,1,102350
935,RW_134_6,6,1,102360
936,RW_134_5,5,2,202350
937,RW_134_6,6,2,202360
938,RW_134_5,5,3,302350
939,RW_134_6,6,3,302360
940,RW_120,5,1,102180
941,3604_5,5,1,100030
942,3604_6,6,1,100050
943,3604_5,5,2,200030
944,3772_6_1,6,2,200280
945,3604_6,6,3,300050
946,3772_6_1,6,3,300280
947,3772_6_1,6,4,400280
948,3604_6,6,2,200050
949,3604_5,5,3,300030
950,3604_6_1,6,1,100060
951,RW_269,5,1,103670
952,RW_268,5,1,103660
953,RW_271,5,1,103690
954,3973_6,6,1,106390
955,RW_051_5,5,1,106190
956,3378-RAB1,5,1,106040
957,3378-RAB1,5,2,206040
958,4238-RAB1,5,1,105800
959,4238-RAB1,5,2,205800
960,4238-RAB1,5,3,305800
961,4238_6,6,3,305810
962,RW_040,5,1,105860
963,RW_041,5,1,105870
964,RW_037_RAB,5,1,105850
965,RW_037_RAB,5,2,205850
966,RW_041,5,2,205870
967,RW_037_RAB,5,3,305850
968,RW_040,5,2,205860
969,RW_035,5,1,105830
970,RW_036,5,1,105840
971,RW_038,5,1,105780
972,RW_039,5,1,105820
