IDLocator,L_Route,L_Dir,L_Lane,L_Section
6926,8866_1,5,1,530220
6927,13015_1,5,1,530230
6928,13014_1,5,1,530240
6929,8866_2,5,1,530250
6930,13016,5,1,530260
6931,8866_3,5,1,530270
6932,13017_2,5,1,530280
6933,4905_5-1_3,5,1,530290
6934,8866_4,5,1,530300
6935,13014_5,5,1,530310
6936,8866_5,5,1,530320
6937,6150_1,5,1,530330
6938,4903_5-1_2,5,1,530340
6939,4905-1_3,5,1,530350
6940,4905-2_2,5,1,530360
6941,4905-3_1,5,1,530370
6942,13018,5,1,530380
6943,4905-1_2,5,1,530390
6944,4905-3_2,5,1,530400
6945,4905_5-2_1,5,1,530410
6946,6149_3,5,1,530420
6947,4905-2_1,5,1,530430
6948,4903_5-1_1,5,1,530440
6949,4905-1_1,5,1,530450
6950,4905_5-2_2,5,1,530460
6951,6146-1_1,5,1,530470
6952,6146-3_2,5,1,530480
6953,6146-2_1,5,1,530490
6954,6146-1_2,5,1,530500
6955,6146-2_2,5,1,530510
6956,6146-3_1,5,1,530520
6957,6146-1_4,5,1,530530
6958,6146-1_3,5,1,530540
6959,6143_2,5,1,530550
6960,2953_1,6,1,530560
6961,4848-5,6,1,530570
6962,6760,6,1,530580
6963,3131_6-1,6,1,530590
6964,6143-1,6,1,530600
6965,6143-3,6,1,530610
6966,6001-5,6,2,530620
6967,6001-2,6,2,530630
6968,6001-4,6,2,530640
6969,6001-3_1,6,2,530650
6970,6001-3_2,6,2,530660
6971,6001-7,6,2,530670
6972,6001-6_1,6,2,530680
6973,6001-6_2,6,2,530690
6974,6001-10,6,2,530700
6975,6001-9_1,6,2,530710
6976,6001-9_2,6,2,530720
6977,6001-12,6,2,530730
6978,6001-11_1,6,2,530740
6979,6001-13_1,6,2,530750
6980,6001-13_2,6,2,530760
6981,6001-13_3,6,2,530770
6982,6001-14,6,2,530780
6983,6001-15,6,2,530790
6984,9912_2,6,2,530800
6985,9912-1_3,6,2,530810
6986,9912-1_2,6,2,530820
6987,9912-1_1,6,2,530830
6988,9912-2_3,6,2,530840
6989,9912_3,6,2,530850
6990,6001-8,6,2,530860
6991,9912_1,6,2,530870
6992,9912-3,6,2,530880
6993,9912-2_2,6,2,530890
6994,9912-2_1,6,2,530900
6995,9912-4,6,2,530910
6996,9912-5,6,2,530920
6997,2273_3,6,2,530930
6998,9912_4,6,2,530940
6999,2273_4,6,2,530950
7000,2273-1_1,6,2,530960
7001,6001-11_2,6,2,530970
7002,2273_2,6,2,530980
7003,2273-2,6,2,530990
7004,2273-1_2,6,2,531000
7005,2273-3_1,6,2,531010
7006,2273-3_2,6,2,531020
7007,2957-1_3,6,2,531030
7008,2273-4,6,2,531040
7009,2273-5,6,2,531050
7010,2957-1_2,6,2,531060
7011,2957-1_1,6,2,531070
7012,2957-2,6,2,531080
7013,2957-3_1,6,2,531090
7014,2273_5,6,2,531100
7015,2957-4,6,2,531110
7016,2957-3_2,6,2,531120
7017,2273_1,6,2,531130
7018,2952-1_3,6,2,531140
7019,2952-1_2,6,2,531150
7020,2952-1_1,6,2,531160
7021,2952-2,6,2,531170
7022,2952-3,6,2,531180
7023,2952-4_1,6,2,531190
7024,2952-4_2,6,2,531200
7025,2952-5,6,2,531210
7026,2952-6_1,6,2,531220
7027,2952-6_2,6,2,531230
7028,9914-1_3,6,2,531240
7029,2952-7,6,2,531250
7030,9914-2,6,2,531260
7031,9914-1_2,6,2,531270
7032,9914-1_1,6,2,531280
7033,2952-8,6,2,531290
7034,9914-3,6,2,531300
7035,9913,6,2,531310
7036,9916-1,6,2,531320
7037,9916-2,6,2,531330
7038,9916-3,6,2,531340
7039,9915_3,6,2,531350
7040,9915-1,6,2,531360
7041,9915-2_2,6,2,531370
7042,9915-4_1,6,2,531380
7043,9915-2_1,6,2,531390
7044,9915-5,6,2,531400
7045,9915-4_2,6,2,531410
7046,9915-6_1,6,2,531420
7047,9915-6_2,6,2,531430
7048,9915-7,6,2,531440
7049,9915-8,6,2,531450
7050,9915-9,6,2,531460
7051,9915-10,6,2,531470
7052,9917_3,6,2,531480
7053,9917_4,6,2,531490
7054,9917_5,6,2,531500
7055,9917_6,6,2,531510
7056,9917-1,6,2,531520
7057,9917_2,6,2,531530
7058,9917-4_1,6,2,531540
7059,9917_7,6,2,531550
7060,9917-2,6,2,531560
7061,9917_1,6,2,531570
7062,9917-5,6,2,531580
7063,9917_8,6,2,531590
7064,9917-3,6,2,531600
7065,9917_9,6,2,531610
7066,9917-4_2,6,2,531620
7067,9917-7_1,6,2,531630
7068,9917-6,6,2,531640
7069,9917-9,6,2,531650
7070,9917-8,6,2,531660
7071,9917-4_3,6,2,531670
7072,9917-7_2,6,2,531680
7073,9917-10,6,2,531690
7074,9917-11_2,6,2,531700
7075,9918_2,6,2,531710
7076,9917_10,6,2,531720
7077,9918_1,6,2,531730
7078,9918_3,6,2,531740
7079,9917-11_1,6,2,531750
7080,9918-1,6,2,531760
7081,6014_1,6,2,531770
7082,9918-2,6,2,531780
7083,9918-3,6,2,531790
7084,9918_4,6,2,531800
7085,9920-1,6,2,531810
7086,9920-2,6,2,531820
7087,9920-3,6,2,531830
7088,9919-1_1,6,2,531840
7089,9919-1_2,6,2,531850
7090,9917_11,6,2,531860
7091,9919-2,6,2,531870
7092,9919-1_3,6,2,531880
7093,2125_1,6,2,531890
7094,9919-3,6,2,531900
7095,7943_2,6,2,531910
7096,7943_3,6,2,531920
7097,6001-20_1,6,2,531930
7098,6001-21,6,2,531940
7099,6001-20_2,6,2,531950
7100,7943_5,6,2,531960
7101,7943_6,6,2,531970
7102,7943-1,6,2,531980
7103,7943-2,6,2,531990
7104,7943_7,6,2,532000
7105,7943_8,6,2,532010
7106,7943_9,6,2,532020
7107,7943_10,6,2,532030
7108,7943-3,6,2,532040
7109,7943-4,6,2,532050
7110,6002_2,6,2,532060
7111,6002-2_1,6,2,532070
7112,6002-1,6,2,532080
7113,7944,6,2,532090
7114,6002_1,6,2,532100
7115,6002-2_2,6,2,532110
7116,6002_6-4_1,6,2,532120
7117,6002_6-4_2,6,2,532130
7118,6002_6-4_3,6,2,532140
7119,6002_6-3_1,6,2,532150
7120,6002_6-1,6,2,532160
7121,6002_6-3_2,6,2,532170
7122,6002_6-2,6,2,532180
7123,3977-2_1,6,2,532190
7124,3977-3_9,6,2,532200
7125,6002_6-3_3,6,2,532210
7126,3977-3_8,6,2,532220
7127,3977-4_2,6,2,532230
7128,3977-5,6,2,532240
7129,3977-3_7,6,2,532250
7130,3977-6_1,6,2,532260
7131,3977-7,6,2,532270
7132,3977-3_6,6,2,532280
7133,3977-4_1,6,2,532290
7134,3977-8,6,2,532300
7135,3977-3_5,6,2,532310
7136,3977-3_4,6,2,532320
7137,3977-3_3,6,2,532330
7138,3977-9,6,2,532340
7139,3977-2_2,6,2,532350
7140,3977-3_2,6,2,532360
7141,3977-1,6,2,532370
7142,3977-6_3,6,2,532380
7143,3977-10,6,2,532390
7144,3977-6_2,6,2,532400
7145,3977-3_1,6,2,532410
7146,7943_1,6,2,532420
7147,7943_4,6,2,532430
7148,3833_1,6,2,532440
7149,4701_1,6,2,532450
7150,4701_6,6,2,532460
7151,4697_1,6,2,532470
7152,4697_2,6,2,532480
7153,4697_3,6,2,532490
7154,4697_4,6,2,532500
7155,4697_5,6,2,532510
7156,4697_6,6,2,532520
7157,4701_2,6,2,532530
7158,4701_3,6,2,532540
7159,4701_4,6,2,532550
7160,4701_5,6,2,532560
7161,3833_2,6,2,532570
7162,4411_4,6,2,532580
7163,4848_12,6,2,532590
7164,4411_3,6,2,532600
7165,4848_11,6,2,532610
7166,4848_10,6,2,532620
7167,4848-6,6,2,532630
7168,4412_3,6,2,532640
7169,4411_2,6,2,532650
7170,4848_9,6,2,532660
7171,4412_2,6,2,532670
7172,4848-4,6,2,532680
7173,4848_8,6,2,532690
7174,4848_7,6,2,532700
7175,4414_2,6,2,532710
7176,4412_1,6,2,532720
7177,4848_6,6,2,532730
7178,4410_4,6,2,532740
7179,4411_1,6,2,532750
7180,4410_3,6,2,532760
7181,4410-1,6,2,532770
7182,4848_5,6,2,532780
7183,4414_1,6,2,532790
7184,4058_1,6,2,532800
7185,4848-7,6,2,532810
7186,4848_4,6,2,532820
7187,4410_2,6,2,532830
7188,4058_2,6,2,532840
7189,4848_3,6,2,532850
7190,1966_1,6,2,532860
7191,4410_1,6,2,532870
7192,4409_2,6,2,532880
7193,4058_3,6,2,532890
7194,4848_1,6,2,532900
7195,4409_1,6,2,532910
7196,6764,6,2,532920
7197,6761_1,6,2,532930
7198,6761_2,6,2,532940
7199,6761_3,6,2,532950
7200,6762-1,6,2,532960
7201,6762_1,6,2,532970
7202,6762-2,6,2,532980
7203,6762_2,6,2,532990
7204,6762_3,6,2,533000
7205,4848_2,6,2,533010
7206,7255-1_1,6,2,533020
7207,7255-1_2,6,2,533030
7208,7255-1_3,6,2,533040
7209,7255-1_4,6,2,533050
7210,7255-1_5,6,2,533060
7211,7255-1_6,6,2,533070
7212,7255-1_7,6,2,533080
7213,7266_1,6,2,533090
7214,7263_1,6,2,533100
7215,7263-1,6,2,533110
7216,7263_2,6,2,533120
7217,7265,6,2,533130
7218,7258_1,6,2,533140
7219,7259_1,6,2,533150
7220,7261,6,2,533160
7221,7255-2_1,6,2,533170
7222,7266_2,6,2,533180
7223,7264_1,6,2,533190
7224,7263_3,6,2,533200
7225,7264_2,6,2,533210
7226,7258_2,6,2,533220
7227,7255-2_2,6,2,533230
7228,7259_2,6,2,533240
7229,7257_1,6,2,533250
7230,7260,6,2,533260
7231,7257_2,6,2,533270
7232,7257_3,6,2,533280
7233,7257_4,6,2,533290
7234,7263_4,6,2,533300
7235,7255-3_1,6,2,533310
7236,7258_3,6,2,533320
7237,7255-3_2,6,2,533330
7238,7256,6,2,533340
7239,7255-3_4,6,2,533350
7240,7255-3_5,6,2,533360
7241,7251_1,6,2,533370
7242,7253_1,6,2,533380
7243,7253_2,6,2,533390
7244,7251_2,6,2,533400
7245,7253_3,6,2,533410
7246,7252-4,6,2,533420
7247,7252_1,6,2,533430
7248,7253_4,6,2,533440
7249,7252-3,6,2,533450
7250,7252_2,6,2,533460
7251,7250_1,6,2,533470
7252,7253_5,6,2,533480
7253,7252-2,6,2,533490
7254,7252_3,6,2,533500
7255,7251_3,6,2,533510
7256,7252-1,6,2,533520
7257,7252_4,6,2,533530
7258,7250_2,6,2,533540
7259,7252_5,6,2,533550
7260,7250_3,6,2,533560
7261,7255-3_3,6,2,533570
7262,3947_1,6,2,533580
7263,3942_1,6,2,533590
7264,3946_1,6,2,533600
7265,3947_2,6,2,533610
7266,3946_2,6,2,533620
7267,3941_1,6,2,533630
7268,3937_1,6,2,533640
7269,3936_1,6,2,533650
7270,3936_2,6,2,533660
7271,3937_2,6,2,533670
7272,8066_4,6,2,533680
7273,8066_3,6,2,533690
7274,8066_2,6,2,533700
7275,7611,6,2,533710
7276,3932,6,2,533720
7277,3935_3,6,2,533730
7278,3934_1,6,2,533740
7279,3934_2,6,2,533750
7280,8066_1,6,2,533760
7281,3935_2,6,2,533770
7282,3938,6,2,533780
7283,3935_1,6,2,533790
7284,8053,6,2,533800
7285,3942_2,6,2,533810
7286,3941_2,6,2,533820
7287,8880-RB1,6,2,533830
7288,8894-RB1,6,2,533840
7289,8888_1,6,2,533850
7290,8891_1,6,2,533860
7291,8894_1,6,2,533870
7292,8889_1,6,2,533880
7293,8890,6,2,533890
7294,8891_2,6,2,533900
7295,8894_2,6,2,533910
7296,8894-1,6,2,533920
7297,8894_3,6,2,533930
7298,8889_2,6,2,533940
7299,8888_2,6,2,533950
7300,8889_3,6,2,533960
7301,8891_3,6,2,533970
7302,8894_4,6,2,533980
7303,8894_5,6,2,533990
7304,8888_3,6,2,534000
7305,8881_1,6,2,534010
7306,8893,6,2,534020
7307,8892_1,6,2,534030
7308,8887,6,2,534040
7309,8881_2,6,2,534050
7310,8881_3,6,2,534060
7311,8891_4,6,2,534070
7312,8892_2,6,2,534080
7313,8881_4,6,2,534090
7314,8886_1,6,2,534100
7315,8880_1,6,2,534110
7316,8891_5,6,2,534120
7317,8886_2,6,2,534130
7318,8878_1,6,2,534140
7319,8879,6,2,534150
7320,8882_1,6,2,534160
7321,8886_3,6,2,534170
7322,8883_1,6,2,534180
7323,8885_1,6,2,534190
7324,8880_2,6,2,534200
7325,8882_2,6,2,534210
7326,8885_2,6,2,534220
7327,8878_2,6,2,534230
7328,8884,6,2,534240
7329,8883_2,6,2,534250
7330,8882_3,6,2,534260
7331,8880_3,6,2,534270
7332,8882_4,6,2,534280
7333,8883_3,6,2,534290
7334,3129_6-1_1,6,2,534300
7335,5672_1,6,2,534310
7336,3129_6-1_2,6,2,534320
7337,7607_1,6,2,534330
7338,3129_6-1_3,6,2,534340
7339,3129_6-2,6,2,534350
7340,3129_6-1_4,6,2,534360
7341,5673_1,6,2,534370
7342,5673_2,6,2,534380
7343,5672_2,6,2,534390
7344,5673_3,6,2,534400
7345,7607_2,6,2,534410
7346,7607_3,6,2,534420
7347,14005_1,6,2,534430
7348,14003,6,2,534440
7349,14005_2,6,2,534450
7350,4114_6-4,6,2,534460
7351,5672_3,6,2,534470
7352,7607_4,6,2,534480
7353,1242-1,6,2,534490
7354,1217_1,6,2,534500
7355,5758_6-1,6,2,534510
7356,5672_4,6,2,534520
7357,8955_1,6,2,534530
7358,8934_8,6,2,534540
7359,8934_9,6,2,534550
7360,8955_2,6,2,534560
7361,8958,6,2,534570
7362,8934_10,6,2,534580
7363,8957_5,6,2,534590
7364,8957_4,6,2,534600
7365,8957_3,6,2,534610
7366,8957_2,6,2,534620
7367,8955_3,6,2,534630
7368,8957_1,6,2,534640
7369,8957-1,6,2,534650
7370,8954_1,6,2,534660
7371,8934_7,6,2,534670
7372,8954_2,6,2,534680
7373,8956,6,2,534690
7374,8954_3,6,2,534700
7375,8955_4,6,2,534710
7376,8934_6,6,2,534720
7377,8953_1,6,2,534730
7378,8955_5,6,2,534740
7379,8953_2,6,2,534750
7380,8952_1,6,2,534760
7381,8934_5,6,2,534770
7382,8950_1,6,2,534780
7383,8950_2,6,2,534790
7384,8950_3,6,2,534800
7385,8952_2,6,2,534810
7386,8950_4,6,2,534820
7387,8951,6,2,534830
7388,8948_1,6,2,534840
7389,8950_5,6,2,534850
7390,8934_11,6,2,534860
7391,8946_1,6,2,534870
7392,8946_2,6,2,534880
7393,8934_12,6,2,534890
7394,8949_1,6,2,534900
7395,8934_4,6,2,534910
7396,8945_1,6,2,534920
7397,8948_2,6,2,534930
7398,8944_1,6,2,534940
7399,8949_2,6,2,534950
7400,8945_2,6,2,534960
7401,8947,6,2,534970
7402,8943_1,6,2,534980
7403,8934_3,6,2,534990
7404,8945_3,6,2,535000
7405,8934_13,6,2,535010
7406,8943_2,6,2,535020
7407,8944_2,6,2,535030
7408,8944_3,6,2,535040
7409,8934_14,6,2,535050
7410,8938_1,6,2,535060
7411,8943_3,6,2,535070
7412,8939_1,6,2,535080
7413,8934_2,6,2,535090
7414,8941_1,6,2,535100
7415,8938_2,6,2,535110
7416,8942_1,6,2,535120
7417,8939_2,6,2,535130
7418,8940_1,6,2,535140
7419,8934_1,6,2,535150
7420,8941_2,6,2,535160
7421,8942_2,6,2,535170
7422,8934_15,6,2,535180
7423,8940_2,6,2,535190
7424,8941_3,6,2,535200
7425,8937_1,6,2,535210
7426,8940_3,6,2,535220
7427,8936_1,6,2,535230
7428,8941_4,6,2,535240
7429,8934_16,6,2,535250
7430,4909_1,6,2,535260
7431,3131,6,2,535270
7432,8937_2,6,2,535280
7433,8937-1,6,2,535290
7434,8936_2,6,2,535300
7435,8935,6,2,535310
7436,8921_1,6,2,535320
7437,4909_2,6,2,535330
7438,1659_1,6,2,535340
7439,1653_1,6,2,535350
7440,1653_2,6,2,535360
7441,1652,6,2,535370
7442,1653_3,6,2,535380
7443,1644,6,2,535390
7444,1653_4,6,2,535400
7445,8933_1,6,2,535410
7446,1653_5,6,2,535420
7447,1653_6,6,2,535430
7448,1632,6,2,535440
7449,1653_7,6,2,535450
7450,1653_8,6,2,535460
7451,4909_3,6,2,535470
7452,1653_9,6,2,535480
7453,3055_1,6,2,535490
7454,1653_10,6,2,535500
7455,1653-3_1,6,2,535510
7456,1653-3_2,6,2,535520
7457,1653-1,6,2,535530
7458,1653-3_3,6,2,535540
7459,1642_1,6,2,535550
7460,1653-3_4,6,2,535560
7461,1653-2_1,6,2,535570
7462,1653-3_5,6,2,535580
7463,3055_2,6,2,535590
7464,1653-3_6,6,2,535600
7465,1653-2_2,6,2,535610
7466,1653-3_7,6,2,535620
7467,8927,6,2,535630
7468,8933_2,6,2,535640
7469,8934_17,6,2,535650
7470,1642_2,6,2,535660
7471,8921_2,6,2,535670
7472,1627_1,6,2,535680
7473,8928_1,6,2,535690
7474,1627_2,6,2,535700
7475,7580_1,6,2,535710
7476,8926_1,6,2,535720
7477,8933_3,6,2,535730
7478,8921_3,6,2,535740
7479,8928_2,6,2,535750
7480,8921_10,6,2,535760
7481,8926_2,6,2,535770
7482,1659_2,6,2,535780
7483,1626_1,6,2,535790
7484,4114_6-5,6,2,535800
7485,1626_2,6,2,535810
7486,1626_3,6,2,535820
7487,1626_4,6,2,535830
7488,1626_5,6,2,535840
7489,1642_5,6,2,535850
7490,1626_6,6,2,535860
7491,1626_7,6,2,535870
7492,3055_3,6,2,535880
7493,1626_8,6,2,535890
7494,1627_3,6,2,535900
7495,1626_9,6,2,535910
7496,1626_10,6,2,535920
7497,8926_3,6,2,535930
7498,8931_1,6,2,535940
7499,8924_1,6,2,535950
7500,8921_4,6,2,535960
7501,8925,6,2,535970
7502,8932_1,6,2,535980
7503,1659_3,6,2,535990
7504,1656_4,6,2,536000
7505,1651_1,6,2,536010
7506,1659_4,6,2,536020
7507,1656_5,6,2,536030
7508,8924_2,6,2,536040
7509,8924_3,6,2,536050
7510,8932_2,6,2,536060
7511,1659_5,6,2,536070
7512,1631_1,6,2,536080
7513,1656_6,6,2,536090
7514,1631_2,6,2,536100
7515,1651_2,6,2,536110
7516,1631_3,6,2,536120
7517,1648_1,6,2,536130
7518,1631_4,6,2,536140
7519,1631_5,6,2,536150
7520,1641,6,2,536160
7521,1631_6,6,2,536170
7522,1631_7,6,2,536180
7523,1627_4,6,2,536190
7524,1631_8,6,2,536200
7525,1631_9,6,2,536210
7526,8930_1,6,2,536220
7527,8924_4,6,2,536230
7528,8931_2,6,2,536240
7529,1656_7,6,2,536250
7530,1651_3,6,2,536260
7531,1648_2,6,2,536270
7532,4712_1,6,2,536280
7533,1627_5,6,2,536290
7534,1620_1,6,2,536300
7535,8924_5,6,2,536310
7536,8921_9,6,2,536320
7537,1627_6,6,2,536330
7538,1635_3,6,2,536340
7539,1635_2,6,2,536350
7540,1635_1,6,2,536360
7541,1620_2,6,2,536370
7542,8921_5,6,2,536380
7543,8923_1,6,2,536390
7544,1656_8,6,2,536400
7545,1651_4,6,2,536410
7546,1648_3,6,2,536420
7547,4712_2,6,2,536430
7548,1627_7,6,2,536440
7549,1620_3,6,2,536450
7550,8922_1,6,2,536460
7551,8930_2,6,2,536470
7552,7578,6,2,536480
7553,1638-1_1,6,2,536490
7554,1656_9,6,2,536500
7555,1638-1_2,6,2,536510
7556,1638-1_3,6,2,536520
7557,1651_5,6,2,536530
7558,1638-1_4,6,2,536540
7559,1648_4,6,2,536550
7560,1638-1_5,6,2,536560
7561,4712_3,6,2,536570
7562,1638-1_6,6,2,536580
7563,1640_1,6,2,536590
7564,1638-1_7,6,2,536600
7565,1627_8,6,2,536610
7566,1638-1_8,6,2,536620
7567,1620_4,6,2,536630
7568,1638-1_9,6,2,536640
7569,8923_2,6,2,536650
7570,8921_8,6,2,536660
7571,1659_6,6,2,536670
7572,1638_1,6,2,536680
7573,1656_10,6,2,536690
7574,1638_2,6,2,536700
7575,1638_3,6,2,536710
7576,1651_6,6,2,536720
7577,1638_4,6,2,536730
7578,1648_5,6,2,536740
7579,1638_5,6,2,536750
7580,1638_6,6,2,536760
7581,4712_4,6,2,536770
7582,1638_7,6,2,536780
7583,1640_2,6,2,536790
7584,1638_8,6,2,536800
7585,1627_9,6,2,536810
7586,1638_9,6,2,536820
7587,1638_10,6,2,536830
7588,1620_5,6,2,536840
7589,1638_11,6,2,536850
7590,4711_1,6,2,536860
7591,8922_2,6,2,536870
7592,8929,6,2,536880
7593,8922_3,6,2,536890
7594,8921_7,6,2,536900
7595,8921_6,6,2,536910
7596,4711_2,6,2,536920
7597,1659_7,6,2,536930
7598,4713,6,2,536940
7599,1627_10,6,2,536950
7600,4714,6,2,536960
7601,6145,6,2,536970
7602,6143_1,6,2,536980
7603,6143_5-1,6,2,536990
7604,6143_6-2,6,2,537000
7605,6143_5-2,6,2,537010
7606,6143_6-1,6,2,537020
7607,6145_5-2,6,2,537030
7608,6145_6-1,6,2,537040
7609,6143-2_4,6,2,537050
7610,6143-2_3,6,2,537060
7611,11026_3,6,2,537070
7612,13002_1,6,2,537080
7613,6143-2_2,6,2,537090
7614,13002_2,6,2,537100
7615,6143-2_1,6,2,537110
7616,8866-1,6,2,537120
7617,6144_6-2_3,6,2,537130
7618,11026_2,6,2,537140
7619,13002_3,6,2,537150
7620,6146_6-1,6,2,537160
7621,6146_5-2,6,2,537170
7622,13007,6,2,537180
7623,13003_5,6,2,537190
7624,11026_1,6,2,537200
7625,13002_4,6,2,537210
7626,6144_6-2_2,6,2,537220
7627,6144_5-1,6,2,537230
7628,13006,6,2,537240
7629,13003_4,6,2,537250
7630,6144_6-2_1,6,2,537260
7631,13002_5,6,2,537270
7632,13005,6,2,537280
7633,13003_3,6,2,537290
7634,13008_9,6,2,537300
7635,13004,6,2,537310
7636,13003_2,6,2,537320
7637,6147_1,6,2,537330
7638,13008_8,6,2,537340
7639,13003_1,6,2,537350
7640,4903_5-2,6,2,537360
7641,6145_6-2_1,6,2,537370
7642,6144_6-1_2,6,2,537380
7643,13008_7,6,2,537390
7644,13011,6,2,537400
7645,13008_1,6,2,537410
7646,6882,6,2,537420
7647,6148_4,6,2,537430
7648,6144_5-2,6,2,537440
7649,6883_2,6,2,537450
7650,6147_2,6,2,537460
7651,13010,6,2,537470
7652,13008_2,6,2,537480
7653,6144_6-1_1,6,2,537490
7654,13008_6,6,2,537500
7655,13009,6,2,537510
7656,13008_3,6,2,537520
7657,6146_6-2_1,6,2,537530
7658,6883_1,6,2,537540
7659,6148_3,6,2,537550
7660,13012,6,2,537560
7661,13008_5,6,2,537570
7662,13008_4,6,2,537580
7663,6147_3,6,2,537590
7664,6145_5-1,6,2,537600
7665,6151_1,6,2,537610
7666,13013,6,2,537620
7667,13015_2,6,2,537630
7668,6145_6-2_2,6,2,537640
7669,6151_2,6,2,537650
7670,6149_1,6,2,537660
7671,13014_3,6,2,537670
7672,6881,6,2,537680
7673,6148_2,6,2,537690
7674,13014_4,6,2,537700
7675,13017_1,6,2,537710
7676,6151_3,6,2,537720
7677,6146_6-2_2,6,2,537730
7678,6151_4,6,2,537740
7679,4903_5-1_3,6,2,537750
7680,4905_5-1_1,6,2,537760
7681,6147_4,6,2,537770
7682,6150_4,6,2,537780
7683,6880,6,2,537790
7684,6150_3,6,2,537800
7685,6149_2,6,2,537810
7686,6146_5-1,6,2,537820
7687,4905_5-1_2,6,2,537830
7688,6148_1,6,2,537840
7689,13014_2,6,2,537850
7690,6146_6-2_3,6,2,537860
7691,6150_2,6,2,537870
7692,6879,6,2,537880
7693,8866_1,6,2,537890
7694,13015_1,6,2,537900
7695,13014_1,6,2,537910
7696,8866_2,6,2,537920
7697,13016,6,2,537930
7698,8866_3,6,2,537940
7699,13017_2,6,2,537950
7700,4905_5-1_3,6,2,537960
7701,8866_4,6,2,537970
7702,13014_5,6,2,537980
7703,8866_5,6,2,537990
7704,6150_1,6,2,538000
7705,4903_5-1_2,6,2,538010
7706,4905-1_3,6,2,538020
7707,4905-2_2,6,2,538030
7708,4905-3_1,6,2,538040
7709,13018,6,2,538050
7710,4905-1_2,6,2,538060
7711,4905-3_2,6,2,538070
7712,4905_5-2_1,6,2,538080
7713,6149_3,6,2,538090
7714,4905-2_1,6,2,538100
7715,4903_5-1_1,6,2,538110
7716,4905-1_1,6,2,538120
7717,4905_5-2_2,6,2,538130
7718,6146-1_1,6,2,538140
7719,6146-3_2,6,2,538150
7720,6146-2_1,6,2,538160
7721,6146-1_2,6,2,538170
7722,6146-2_2,6,2,538180
7723,6146-3_1,6,2,538190
7724,6146-1_4,6,2,538200
7725,6146-1_3,6,2,538210
7726,6143_2,6,2,538220
7727,6001-5,5,2,538230
7728,6001-2,5,2,538240
7729,6001-4,5,2,538250
7730,6001-3_1,5,2,538260
7731,6001-3_2,5,2,538270
7732,6001-7,5,2,538280
7733,6001-6_1,5,2,538290
7734,6001-6_2,5,2,538300
7735,6001-10,5,2,538310
7736,6001-9_1,5,2,538320
7737,6001-9_2,5,2,538330
7738,6001-12,5,2,538340
7739,6001-11_1,5,2,538350
7740,6001-13_1,5,2,538360
7741,6001-13_2,5,2,538370
7742,6001-13_3,5,2,538380
7743,6001-14,5,2,538390
7744,6001-15,5,2,538400
7745,9912_2,5,2,538410
7746,9912-1_3,5,2,538420
7747,9912-1_2,5,2,538430
7748,9912-1_1,5,2,538440
7749,9912-2_3,5,2,538450
7750,9912_3,5,2,538460
7751,6001-8,5,2,538470
7752,9912_1,5,2,538480
7753,9912-3,5,2,538490
7754,9912-2_2,5,2,538500
7755,9912-2_1,5,2,538510
7756,9912-4,5,2,538520
7757,9912-5,5,2,538530
7758,2273_3,5,2,538540
7759,9912_4,5,2,538550
7760,2273_4,5,2,538560
7761,2273-1_1,5,2,538570
7762,6001-11_2,5,2,538580
7763,2273_2,5,2,538590
7764,2273-2,5,2,538600
7765,2273-1_2,5,2,538610
7766,2273-3_1,5,2,538620
7767,2273-3_2,5,2,538630
7768,2957-1_3,5,2,538640
7769,2273-4,5,2,538650
7770,2273-5,5,2,538660
7771,2957-1_2,5,2,538670
7772,2957-1_1,5,2,538680
7773,2957-2,5,2,538690
7774,2957-3_1,5,2,538700
7775,2273_5,5,2,538710
7776,2957-4,5,2,538720
7777,2957-3_2,5,2,538730
7778,2273_1,5,2,538740
7779,2952-1_3,5,2,538750
7780,2952-1_2,5,2,538760
7781,2952-1_1,5,2,538770
7782,2952-2,5,2,538780
7783,2952-3,5,2,538790
7784,2952-4_1,5,2,538800
7785,2952-4_2,5,2,538810
7786,2952-5,5,2,538820
7787,2952-6_1,5,2,538830
7788,2952-6_2,5,2,538840
7789,9914-1_3,5,2,538850
7790,2952-7,5,2,538860
7791,9914-2,5,2,538870
7792,9914-1_2,5,2,538880
7793,9914-1_1,5,2,538890
7794,2952-8,5,2,538900
7795,9914-3,5,2,538910
7796,9913,5,2,538920
7797,9916-1,5,2,538930
7798,9916-2,5,2,538940
7799,9916-3,5,2,538950
7800,9915_3,5,2,538960
7801,9915-1,5,2,538970
7802,9915-2_2,5,2,538980
7803,9915-4_1,5,2,538990
7804,9915-2_1,5,2,539000
7805,9915-5,5,2,539010
7806,9915-4_2,5,2,539020
7807,9915-6_1,5,2,539030
7808,9915-6_2,5,2,539040
7809,9915-7,5,2,539050
7810,9915-8,5,2,539060
7811,9915-9,5,2,539070
7812,9915-10,5,2,539080
7813,9917_3,5,2,539090
7814,9917_4,5,2,539100
7815,9917_5,5,2,539110
7816,9917_6,5,2,539120
7817,9917-1,5,2,539130
7818,9917_2,5,2,539140
7819,9917-4_1,5,2,539150
7820,9917_7,5,2,539160
7821,9917-2,5,2,539170
7822,9917_1,5,2,539180
7823,9917-5,5,2,539190
7824,9917_8,5,2,539200
7825,9917-3,5,2,539210
7826,9917_9,5,2,539220
7827,9917-4_2,5,2,539230
