rsection,rbeg_chg,rend_chg,rlength,rdir,BEGLAT,BEGLONG,ENDLAT,ENDLONG,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10
610410,0,0.214,0.214,5,0.430558093,0.955615395,0.430577266,0.955585106,2056_1,5,1,610410,,,,,,
610410,0.214,0.428,0.214,5,0.430577266,0.955585106,0.430596314,0.955554737,2056_2,5,1,610410,,,,,,
610410,0.428,0.53,0.102,5,0.430596314,0.955554737,0.430605622,0.955540302,2056_3,5,1,610410,,,,,,
610410,0.53,0.616,0.086,5,0.430605622,0.955540302,0.430613337,0.955528115,2056_4,5,1,610410,,,,,,
610412,0,0.214,0.214,5,0.430558093,0.955615395,0.430577266,0.955585106,2056_1,5,2,610412,,,,,,
610412,0.214,0.428,0.214,5,0.430577266,0.955585106,0.430596314,0.955554737,2056_2,5,2,610412,,,,,,
610412,0.428,0.53,0.102,5,0.430596314,0.955554737,0.430605622,0.955540302,2056_3,5,2,610412,,,,,,
610412,0.53,0.616,0.086,5,0.430605622,0.955540302,0.430613337,0.955528115,2056_4,5,2,610412,,,,,,
610413,0,0.214,0.214,5,0.430558093,0.955615395,0.430577266,0.955585106,2056_1,5,3,610413,,,,,,
610413,0.214,0.428,0.214,5,0.430577266,0.955585106,0.430596314,0.955554737,2056_2,5,3,610413,,,,,,
610413,0.428,0.53,0.102,5,0.430596314,0.955554737,0.430605622,0.955540302,2056_3,5,3,610413,,,,,,
610413,0.53,0.616,0.086,5,0.430605622,0.955540302,0.430613337,0.955528115,2056_4,5,3,610413,,,,,,
610414,0,0.214,0.214,5,0.430558093,0.955615395,0.430577266,0.955585106,2056_1,5,4,610414,,,,,,
610414,0.214,0.428,0.214,5,0.430577266,0.955585106,0.430596314,0.955554737,2056_2,5,4,610414,,,,,,
610414,0.428,0.53,0.102,5,0.430596314,0.955554737,0.430605622,0.955540302,2056_3,5,4,610414,,,,,,
610414,0.53,0.616,0.086,5,0.430605622,0.955540302,0.430613337,0.955528115,2056_4,5,4,610414,,,,,,
610420,0,0.028,0.028,5,0.43078717,0.955879951,0.430790926,0.955882567,2057_1,5,1,610420,,,,,,
610420,0.028,0.168,0.14,5,0.430790926,0.955882567,0.430809492,0.955895597,2057_2,5,1,610420,,,,,,
610420,0.168,0.245,0.077,5,0.430809492,0.955895597,0.43081965,0.955902798,2057_3,5,1,610420,,,,,,
610420,0.245,0.321,0.076,5,0.43081965,0.955902798,0.430829755,0.955909864,2057_4,5,1,610420,,,,,,
610420,0.321,0.336,0.015,5,0.430829755,0.955909864,0.430831679,0.955911214,2057_5,5,1,610420,,,,,,
610422,0,0.028,0.028,5,0.43078717,0.955879951,0.430790926,0.955882567,2057_1,5,2,610422,,,,,,
610422,0.028,0.168,0.14,5,0.430790926,0.955882567,0.430809492,0.955895597,2057_2,5,2,610422,,,,,,
610422,0.168,0.245,0.077,5,0.430809492,0.955895597,0.43081965,0.955902798,2057_3,5,2,610422,,,,,,
610422,0.245,0.321,0.076,5,0.43081965,0.955902798,0.430829755,0.955909864,2057_4,5,2,610422,,,,,,
610422,0.321,0.336,0.015,5,0.430829755,0.955909864,0.430831679,0.955911214,2057_5,5,2,610422,,,,,,
610423,0,0.028,0.028,5,0.43078717,0.955879951,0.430790926,0.955882567,2057_1,5,3,610423,,,,,,
610423,0.028,0.168,0.14,5,0.430790926,0.955882567,0.430809492,0.955895597,2057_2,5,3,610423,,,,,,
610423,0.168,0.245,0.077,5,0.430809492,0.955895597,0.43081965,0.955902798,2057_3,5,3,610423,,,,,,
610423,0.245,0.321,0.076,5,0.43081965,0.955902798,0.430829755,0.955909864,2057_4,5,3,610423,,,,,,
610423,0.321,0.336,0.015,5,0.430829755,0.955909864,0.430831679,0.955911214,2057_5,5,3,610423,,,,,,
610424,0,0.028,0.028,5,0.43078717,0.955879951,0.430790926,0.955882567,2057_1,5,4,610424,,,,,,
610424,0.028,0.168,0.14,5,0.430790926,0.955882567,0.430809492,0.955895597,2057_2,5,4,610424,,,,,,
610424,0.168,0.245,0.077,5,0.430809492,0.955895597,0.43081965,0.955902798,2057_3,5,4,610424,,,,,,
610424,0.245,0.321,0.076,5,0.43081965,0.955902798,0.430829755,0.955909864,2057_4,5,4,610424,,,,,,
610424,0.321,0.336,0.015,5,0.430829755,0.955909864,0.430831679,0.955911214,2057_5,5,4,610424,,,,,,
610430,0,0.213,0.213,5,0.430712137,0.955732044,0.430731313,0.955701825,2058_1,5,1,610430,,,,,,
610430,0.213,0.427,0.214,5,0.430731313,0.955701825,0.430750501,0.955671415,2058_2,5,1,610430,,,,,,
610432,0,0.213,0.213,5,0.430712137,0.955732044,0.430731313,0.955701825,2058_1,5,2,610432,,,,,,
610432,0.213,0.427,0.214,5,0.430731313,0.955701825,0.430750501,0.955671415,2058_2,5,2,610432,,,,,,
610433,0,0.213,0.213,5,0.430712137,0.955732044,0.430731313,0.955701825,2058_1,5,3,610433,,,,,,
610433,0.213,0.427,0.214,5,0.430731313,0.955701825,0.430750501,0.955671415,2058_2,5,3,610433,,,,,,
610434,0,0.213,0.213,5,0.430712137,0.955732044,0.430731313,0.955701825,2058_1,5,4,610434,,,,,,
610434,0.213,0.427,0.214,5,0.430731313,0.955701825,0.430750501,0.955671415,2058_2,5,4,610434,,,,,,
610440,0,0.254,0.254,5,0.430562033,0.9556716,0.430584756,0.955635634,2059,5,1,610440,,,,,,
610442,0,0.254,0.254,5,0.430562033,0.9556716,0.430584756,0.955635634,2059,5,2,610442,,,,,,
610443,0,0.254,0.254,5,0.430562033,0.9556716,0.430584756,0.955635634,2059,5,3,610443,,,,,,
610444,0,0.254,0.254,5,0.430562033,0.9556716,0.430584756,0.955635634,2059,5,4,610444,,,,,,
610450,0,0.214,0.214,5,0.430587935,0.955638,0.430607074,0.95560765,2061_1,5,1,610450,,,,,,
610450,0.214,0.428,0.214,5,0.430607074,0.95560765,0.430626252,0.955577408,2061_2,5,1,610450,,,,,,
610452,0,0.214,0.214,5,0.430587935,0.955638,0.430607074,0.95560765,2061_1,5,2,610452,,,,,,
610452,0.214,0.428,0.214,5,0.430607074,0.95560765,0.430626252,0.955577408,2061_2,5,2,610452,,,,,,
610453,0,0.214,0.214,5,0.430587935,0.955638,0.430607074,0.95560765,2061_1,5,3,610453,,,,,,
610453,0.214,0.428,0.214,5,0.430607074,0.95560765,0.430626252,0.955577408,2061_2,5,3,610453,,,,,,
610454,0,0.214,0.214,5,0.430587935,0.955638,0.430607074,0.95560765,2061_1,5,4,610454,,,,,,
610454,0.214,0.428,0.214,5,0.430607074,0.95560765,0.430626252,0.955577408,2061_2,5,4,610454,,,,,,
610460,0,0.253,0.253,5,0.430582671,0.955687211,0.430605276,0.955651201,2063_1,5,1,610460,,,,,,
610460,0.253,0.468,0.215,5,0.430605276,0.955651201,0.43062455,0.955620693,2063_2,5,1,610460,,,,,,
610460,0.468,0.681,0.213,5,0.43062455,0.955620693,0.430643598,0.955590563,2063_3,5,1,610460,,,,,,
610462,0,0.253,0.253,5,0.430582671,0.955687211,0.430605276,0.955651201,2063_1,5,2,610462,,,,,,
610462,0.253,0.468,0.215,5,0.430605276,0.955651201,0.43062455,0.955620693,2063_2,5,2,610462,,,,,,
610462,0.468,0.681,0.213,5,0.43062455,0.955620693,0.430643598,0.955590563,2063_3,5,2,610462,,,,,,
610463,0,0.253,0.253,5,0.430582671,0.955687211,0.430605276,0.955651201,2063_1,5,3,610463,,,,,,
610463,0.253,0.468,0.215,5,0.430605276,0.955651201,0.43062455,0.955620693,2063_2,5,3,610463,,,,,,
610463,0.468,0.681,0.213,5,0.43062455,0.955620693,0.430643598,0.955590563,2063_3,5,3,610463,,,,,,
610464,0,0.253,0.253,5,0.430582671,0.955687211,0.430605276,0.955651201,2063_1,5,4,610464,,,,,,
610464,0.253,0.468,0.215,5,0.430605276,0.955651201,0.43062455,0.955620693,2063_2,5,4,610464,,,,,,
610464,0.468,0.681,0.213,5,0.43062455,0.955620693,0.430643598,0.955590563,2063_3,5,4,610464,,,,,,
610470,0,0.082,0.082,5,0.430834148,0.95588052,0.430834221,0.955880507,2064-RB1,5,1,610470,,,,,,
610472,0,0.082,0.082,5,0.430834148,0.95588052,0.430834221,0.955880507,2064-RB1,5,2,610472,,,,,,
610473,0,0.082,0.082,5,0.430834148,0.95588052,0.430834221,0.955880507,2064-RB1,5,3,610473,,,,,,
610474,0,0.082,0.082,5,0.430834148,0.95588052,0.430834221,0.955880507,2064-RB1,5,4,610474,,,,,,
610480,0.082,0.398,0.316,5,0.43078822,0.955821413,0.430805177,0.955858333,2064_1,5,1,610480,,,,,,
610480,0.398,0.538,0.14,5,0.430805177,0.955858333,0.430823881,0.955871181,2064_2,5,1,610480,,,,,,
610480,0.538,0.601,0.063,5,0.430823881,0.955871181,0.430832344,0.955877005,2064_3,5,1,610480,,,,,,
610480,0.601,0.622,0.021,5,0.430832344,0.955877005,0.430832879,0.955880128,2064_4,5,1,610480,,,,,,
610480,0.622,0.705,0.083,5,0.430832879,0.955880128,0.430844135,0.955885386,2064_5,5,1,610480,,,,,,
610480,0.705,0.835,0.13,5,0.430844135,0.955885386,0.430861398,0.955897435,2064_6,5,1,610480,,,,,,
610480,0.835,1.02,0.185,5,0.430861398,0.955897435,0.43088603,0.955914411,2064_7,5,1,610480,,,,,,
610482,0.082,0.398,0.316,5,0.43078822,0.955821413,0.430805177,0.955858333,2064_1,5,2,610482,,,,,,
610482,0.398,0.538,0.14,5,0.430805177,0.955858333,0.430823881,0.955871181,2064_2,5,2,610482,,,,,,
610482,0.538,0.601,0.063,5,0.430823881,0.955871181,0.430832344,0.955877005,2064_3,5,2,610482,,,,,,
610482,0.601,0.622,0.021,5,0.430832344,0.955877005,0.430832879,0.955880128,2064_4,5,2,610482,,,,,,
610482,0.622,0.705,0.083,5,0.430832879,0.955880128,0.430844135,0.955885386,2064_5,5,2,610482,,,,,,
610482,0.705,0.835,0.13,5,0.430844135,0.955885386,0.430861398,0.955897435,2064_6,5,2,610482,,,,,,
610482,0.835,1.02,0.185,5,0.430861398,0.955897435,0.43088603,0.955914411,2064_7,5,2,610482,,,,,,
610483,0.082,0.398,0.316,5,0.43078822,0.955821413,0.430805177,0.955858333,2064_1,5,3,610483,,,,,,
610483,0.398,0.538,0.14,5,0.430805177,0.955858333,0.430823881,0.955871181,2064_2,5,3,610483,,,,,,
610483,0.538,0.601,0.063,5,0.430823881,0.955871181,0.430832344,0.955877005,2064_3,5,3,610483,,,,,,
610483,0.601,0.622,0.021,5,0.430832344,0.955877005,0.430832879,0.955880128,2064_4,5,3,610483,,,,,,
610483,0.622,0.705,0.083,5,0.430832879,0.955880128,0.430844135,0.955885386,2064_5,5,3,610483,,,,,,
610483,0.705,0.835,0.13,5,0.430844135,0.955885386,0.430861398,0.955897435,2064_6,5,3,610483,,,,,,
610483,0.835,1.02,0.185,5,0.430861398,0.955897435,0.43088603,0.955914411,2064_7,5,3,610483,,,,,,
610484,0.082,0.398,0.316,5,0.43078822,0.955821413,0.430805177,0.955858333,2064_1,5,4,610484,,,,,,
610484,0.398,0.538,0.14,5,0.430805177,0.955858333,0.430823881,0.955871181,2064_2,5,4,610484,,,,,,
610484,0.538,0.601,0.063,5,0.430823881,0.955871181,0.430832344,0.955877005,2064_3,5,4,610484,,,,,,
610484,0.601,0.622,0.021,5,0.430832344,0.955877005,0.430832879,0.955880128,2064_4,5,4,610484,,,,,,
610484,0.622,0.705,0.083,5,0.430832879,0.955880128,0.430844135,0.955885386,2064_5,5,4,610484,,,,,,
610484,0.705,0.835,0.13,5,0.430844135,0.955885386,0.430861398,0.955897435,2064_6,5,4,610484,,,,,,
610484,0.835,1.02,0.185,5,0.430861398,0.955897435,0.43088603,0.955914411,2064_7,5,4,610484,,,,,,
610490,0,0.253,0.253,5,0.430612361,0.955709684,0.430635099,0.955673782,2065_1,5,1,610490,,,,,,
610490,0.253,0.467,0.214,5,0.430635099,0.955673782,0.430654279,0.955643427,2065_2,5,1,610490,,,,,,
610490,0.467,0.681,0.214,5,0.430654279,0.955643427,0.430673496,0.955613199,2065_3,5,1,610490,,,,,,
610492,0,0.253,0.253,5,0.430612361,0.955709684,0.430635099,0.955673782,2065_1,5,2,610492,,,,,,
610492,0.253,0.467,0.214,5,0.430635099,0.955673782,0.430654279,0.955643427,2065_2,5,2,610492,,,,,,
610492,0.467,0.681,0.214,5,0.430654279,0.955643427,0.430673496,0.955613199,2065_3,5,2,610492,,,,,,
610493,0,0.253,0.253,5,0.430612361,0.955709684,0.430635099,0.955673782,2065_1,5,3,610493,,,,,,
610493,0.253,0.467,0.214,5,0.430635099,0.955673782,0.430654279,0.955643427,2065_2,5,3,610493,,,,,,
610493,0.467,0.681,0.214,5,0.430654279,0.955643427,0.430673496,0.955613199,2065_3,5,3,610493,,,,,,
610494,0,0.253,0.253,5,0.430612361,0.955709684,0.430635099,0.955673782,2065_1,5,4,610494,,,,,,
610494,0.253,0.467,0.214,5,0.430635099,0.955673782,0.430654279,0.955643427,2065_2,5,4,610494,,,,,,
610494,0.467,0.681,0.214,5,0.430654279,0.955643427,0.430673496,0.955613199,2065_3,5,4,610494,,,,,,
610500,0,0.038,0.038,5,0.430829096,0.955850347,0.430834115,0.955853821,2066_1,5,1,610500,,,,,,
610500,0.038,0.115,0.077,5,0.430834115,0.955853821,0.430844223,0.955861012,2066_2,5,1,610500,,,,,,
610502,0,0.038,0.038,5,0.430829096,0.955850347,0.430834115,0.955853821,2066_1,5,2,610502,,,,,,
610502,0.038,0.115,0.077,5,0.430834115,0.955853821,0.430844223,0.955861012,2066_2,5,2,610502,,,,,,
610503,0,0.038,0.038,5,0.430829096,0.955850347,0.430834115,0.955853821,2066_1,5,3,610503,,,,,,
610503,0.038,0.115,0.077,5,0.430834115,0.955853821,0.430844223,0.955861012,2066_2,5,3,610503,,,,,,
610504,0,0.038,0.038,5,0.430829096,0.955850347,0.430834115,0.955853821,2066_1,5,4,610504,,,,,,
610504,0.038,0.115,0.077,5,0.430834115,0.955853821,0.430844223,0.955861012,2066_2,5,4,610504,,,,,,
610510,0,0.254,0.254,5,0.430642208,0.955732351,0.430664922,0.95569635,2067_1,5,1,610510,,,,,,
610510,0.254,0.467,0.213,5,0.430664922,0.95569635,0.430684015,0.955666218,2067_2,5,1,610510,,,,,,
610510,0.467,0.682,0.215,5,0.430684015,0.955666218,0.43070323,0.955635738,2067_3,5,1,610510,,,,,,
610512,0,0.254,0.254,5,0.430642208,0.955732351,0.430664922,0.95569635,2067_1,5,2,610512,,,,,,
610512,0.254,0.467,0.213,5,0.430664922,0.95569635,0.430684015,0.955666218,2067_2,5,2,610512,,,,,,
610512,0.467,0.682,0.215,5,0.430684015,0.955666218,0.43070323,0.955635738,2067_3,5,2,610512,,,,,,
610513,0,0.254,0.254,5,0.430642208,0.955732351,0.430664922,0.95569635,2067_1,5,3,610513,,,,,,
610513,0.254,0.467,0.213,5,0.430664922,0.95569635,0.430684015,0.955666218,2067_2,5,3,610513,,,,,,
610513,0.467,0.682,0.215,5,0.430684015,0.955666218,0.43070323,0.955635738,2067_3,5,3,610513,,,,,,
610514,0,0.254,0.254,5,0.430642208,0.955732351,0.430664922,0.95569635,2067_1,5,4,610514,,,,,,
610514,0.254,0.467,0.213,5,0.430664922,0.95569635,0.430684015,0.955666218,2067_2,5,4,610514,,,,,,
610514,0.467,0.682,0.215,5,0.430684015,0.955666218,0.43070323,0.955635738,2067_3,5,4,610514,,,,,,
610520,0,0.214,0.214,5,0.430682423,0.955709646,0.43070145,0.955679287,2069_1,5,1,610520,,,,,,
610520,0.214,0.428,0.214,5,0.43070145,0.955679287,0.430720649,0.955648894,2069_2,5,1,610520,,,,,,
610522,0,0.214,0.214,5,0.430682423,0.955709646,0.43070145,0.955679287,2069_1,5,2,610522,,,,,,
610522,0.214,0.428,0.214,5,0.43070145,0.955679287,0.430720649,0.955648894,2069_2,5,2,610522,,,,,,
610523,0,0.214,0.214,5,0.430682423,0.955709646,0.43070145,0.955679287,2069_1,5,3,610523,,,,,,
610523,0.214,0.428,0.214,5,0.43070145,0.955679287,0.430720649,0.955648894,2069_2,5,3,610523,,,,,,
610524,0,0.214,0.214,5,0.430682423,0.955709646,0.43070145,0.955679287,2069_1,5,4,610524,,,,,,
610524,0.214,0.428,0.214,5,0.43070145,0.955679287,0.430720649,0.955648894,2069_2,5,4,610524,,,,,,
610530,0,0.076,0.076,5,0.430847782,0.955854905,0.430857904,0.95586192,2070_1,5,1,610530,,,,,,
610530,0.076,0.205,0.129,5,0.430857904,0.95586192,0.430875075,0.955873901,2070_2,5,1,610530,,,,,,
610532,0,0.076,0.076,5,0.430847782,0.955854905,0.430857904,0.95586192,2070_1,5,2,610532,,,,,,
610532,0.076,0.205,0.129,5,0.430857904,0.95586192,0.430875075,0.955873901,2070_2,5,2,610532,,,,,,
610533,0,0.076,0.076,5,0.430847782,0.955854905,0.430857904,0.95586192,2070_1,5,3,610533,,,,,,
610533,0.076,0.205,0.129,5,0.430857904,0.95586192,0.430875075,0.955873901,2070_2,5,3,610533,,,,,,
610534,0,0.076,0.076,5,0.430847782,0.955854905,0.430857904,0.95586192,2070_1,5,4,610534,,,,,,
610534,0.076,0.205,0.129,5,0.430857904,0.95586192,0.430875075,0.955873901,2070_2,5,4,610534,,,,,,
610540,0,0.254,0.254,5,0.430662551,0.955747768,0.430684353,0.955711488,2071,5,1,610540,,,,,,
610542,0,0.254,0.254,5,0.430662551,0.955747768,0.430684353,0.955711488,2071,5,2,610542,,,,,,
610543,0,0.254,0.254,5,0.430662551,0.955747768,0.430684353,0.955711488,2071,5,3,610543,,,,,,
610544,0,0.254,0.254,5,0.430662551,0.955747768,0.430684353,0.955711488,2071,5,4,610544,,,,,,
610550,0,0.23,0.23,5,0.430607074,0.95560765,0.430577266,0.955585106,2075_1,5,1,610550,,,,,,
610550,0.23,0.46,0.23,5,0.430577266,0.955585106,0.430547391,0.955562538,2075_2,5,1,610550,,,,,,
610552,0,0.23,0.23,5,0.430607074,0.95560765,0.430577266,0.955585106,2075_1,5,2,610552,,,,,,
610552,0.23,0.46,0.23,5,0.430577266,0.955585106,0.430547391,0.955562538,2075_2,5,2,610552,,,,,,
610553,0,0.23,0.23,5,0.430607074,0.95560765,0.430577266,0.955585106,2075_1,5,3,610553,,,,,,
610553,0.23,0.46,0.23,5,0.430577266,0.955585106,0.430547391,0.955562538,2075_2,5,3,610553,,,,,,
610554,0,0.23,0.23,5,0.430607074,0.95560765,0.430577266,0.955585106,2075_1,5,4,610554,,,,,,
610554,0.23,0.46,0.23,5,0.430577266,0.955585106,0.430547391,0.955562538,2075_2,5,4,610554,,,,,,
610560,0,0.23,0.23,5,0.43062455,0.955620693,0.430654279,0.955643427,2077_1,5,1,610560,,,,,,
610560,0.23,0.46,0.23,5,0.430654279,0.955643427,0.430684015,0.955666218,2077_2,5,1,610560,,,,,,
610562,0,0.23,0.23,5,0.43062455,0.955620693,0.430654279,0.955643427,2077_1,5,2,610562,,,,,,
610562,0.23,0.46,0.23,5,0.430654279,0.955643427,0.430684015,0.955666218,2077_2,5,2,610562,,,,,,
610563,0,0.23,0.23,5,0.43062455,0.955620693,0.430654279,0.955643427,2077_1,5,3,610563,,,,,,
610563,0.23,0.46,0.23,5,0.430654279,0.955643427,0.430684015,0.955666218,2077_2,5,3,610563,,,,,,
610564,0,0.23,0.23,5,0.43062455,0.955620693,0.430654279,0.955643427,2077_1,5,4,610564,,,,,,
610564,0.23,0.46,0.23,5,0.430654279,0.955643427,0.430684015,0.955666218,2077_2,5,4,610564,,,,,,
610570,0,0.1,0.1,5,0.430754009,0.955735764,0.430766908,0.955745524,2078-1,5,1,610570,,,,,,
610572,0,0.1,0.1,5,0.430754009,0.955735764,0.430766908,0.955745524,2078-1,5,2,610572,,,,,,
610573,0,0.1,0.1,5,0.430754009,0.955735764,0.430766908,0.955745524,2078-1,5,3,610573,,,,,,
610574,0,0.1,0.1,5,0.430754009,0.955735764,0.430766908,0.955745524,2078-1,5,4,610574,,,,,,
610580,0,0.086,0.086,5,0.430583536,0.955505523,0.430575822,0.95551771,2078_1,5,1,610580,,,,,,
610580,0.086,0.188,0.102,5,0.430575822,0.95551771,0.430566683,0.955532146,2078_2,5,1,610580,,,,,,
610580,0.188,0.403,0.215,5,0.430566683,0.955532146,0.430547391,0.955562538,2078_3,5,1,610580,,,,,,
610580,0.403,0.635,0.232,5,0.430547391,0.955562538,0.430531366,0.955595222,2078_4,5,1,610580,,,,,,
610580,0.635,0.841,0.206,5,0.430531366,0.955595222,0.430558093,0.955615395,2078_5,5,1,610580,,,,,,
610580,0.841,1.047,0.206,5,0.430558093,0.955615395,0.430584756,0.955635634,2078_6,5,1,610580,,,,,,
610580,1.047,1.071,0.024,5,0.430584756,0.955635634,0.430587935,0.955638,2078_7,5,1,610580,,,,,,
610580,1.071,1.205,0.134,5,0.430587935,0.955638,0.430605276,0.955651201,2078_8,5,1,610580,,,,,,
610580,1.205,1.435,0.23,5,0.430605276,0.955651201,0.430635099,0.955673782,2078_9,5,1,610580,,,,,,
610580,1.435,1.665,0.23,5,0.430635099,0.955673782,0.430664922,0.95569635,2078_10,5,1,610580,,,,,,
610580,1.665,1.8,0.135,5,0.430664922,0.95569635,0.430682423,0.955709646,2078_11,5,1,610580,,,,,,
610580,1.8,1.817,0.017,5,0.430682423,0.955709646,0.430684353,0.955711488,2078_12,5,1,610580,,,,,,
610580,1.817,2.03,0.213,5,0.430684353,0.955711488,0.430712137,0.955732044,2078_13,5,1,610580,,,,,,
610580,2.03,2.235,0.205,5,0.430712137,0.955732044,0.430738677,0.955752097,2078_14,5,1,610580,,,,,,
610580,2.235,2.396,0.161,5,0.430738677,0.955752097,0.430754009,0.955735764,2078_15,5,1,610580,,,,,,
610580,2.396,2.476,0.08,5,0.430754009,0.955735764,0.430761202,0.955724378,2078_16,5,1,610580,,,,,,
610580,2.476,2.689,0.213,5,0.430761202,0.955724378,0.430780289,0.955694169,2078_17,5,1,610580,,,,,,
610582,0,0.086,0.086,5,0.430583536,0.955505523,0.430575822,0.95551771,2078_1,5,2,610582,,,,,,
610582,0.086,0.188,0.102,5,0.430575822,0.95551771,0.430566683,0.955532146,2078_2,5,2,610582,,,,,,
610582,0.188,0.403,0.215,5,0.430566683,0.955532146,0.430547391,0.955562538,2078_3,5,2,610582,,,,,,
610582,0.403,0.635,0.232,5,0.430547391,0.955562538,0.430531366,0.955595222,2078_4,5,2,610582,,,,,,
610582,0.635,0.841,0.206,5,0.430531366,0.955595222,0.430558093,0.955615395,2078_5,5,2,610582,,,,,,
610582,0.841,1.047,0.206,5,0.430558093,0.955615395,0.430584756,0.955635634,2078_6,5,2,610582,,,,,,
610582,1.047,1.071,0.024,5,0.430584756,0.955635634,0.430587935,0.955638,2078_7,5,2,610582,,,,,,
610582,1.071,1.205,0.134,5,0.430587935,0.955638,0.430605276,0.955651201,2078_8,5,2,610582,,,,,,
610582,1.205,1.435,0.23,5,0.430605276,0.955651201,0.430635099,0.955673782,2078_9,5,2,610582,,,,,,
610582,1.435,1.665,0.23,5,0.430635099,0.955673782,0.430664922,0.95569635,2078_10,5,2,610582,,,,,,
610582,1.665,1.8,0.135,5,0.430664922,0.95569635,0.430682423,0.955709646,2078_11,5,2,610582,,,,,,
610582,1.8,1.817,0.017,5,0.430682423,0.955709646,0.430684353,0.955711488,2078_12,5,2,610582,,,,,,
610582,1.817,2.03,0.213,5,0.430684353,0.955711488,0.430712137,0.955732044,2078_13,5,2,610582,,,,,,
610582,2.03,2.235,0.205,5,0.430712137,0.955732044,0.430738677,0.955752097,2078_14,5,2,610582,,,,,,
610582,2.235,2.396,0.161,5,0.430738677,0.955752097,0.430754009,0.955735764,2078_15,5,2,610582,,,,,,
610582,2.396,2.476,0.08,5,0.430754009,0.955735764,0.430761202,0.955724378,2078_16,5,2,610582,,,,,,
610582,2.476,2.689,0.213,5,0.430761202,0.955724378,0.430780289,0.955694169,2078_17,5,2,610582,,,,,,
610583,0,0.086,0.086,5,0.430583536,0.955505523,0.430575822,0.95551771,2078_1,5,3,610583,,,,,,
610583,0.086,0.188,0.102,5,0.430575822,0.95551771,0.430566683,0.955532146,2078_2,5,3,610583,,,,,,
610583,0.188,0.403,0.215,5,0.430566683,0.955532146,0.430547391,0.955562538,2078_3,5,3,610583,,,,,,
610583,0.403,0.635,0.232,5,0.430547391,0.955562538,0.430531366,0.955595222,2078_4,5,3,610583,,,,,,
610583,0.635,0.841,0.206,5,0.430531366,0.955595222,0.430558093,0.955615395,2078_5,5,3,610583,,,,,,
610583,0.841,1.047,0.206,5,0.430558093,0.955615395,0.430584756,0.955635634,2078_6,5,3,610583,,,,,,
610583,1.047,1.071,0.024,5,0.430584756,0.955635634,0.430587935,0.955638,2078_7,5,3,610583,,,,,,
610583,1.071,1.205,0.134,5,0.430587935,0.955638,0.430605276,0.955651201,2078_8,5,3,610583,,,,,,
610583,1.205,1.435,0.23,5,0.430605276,0.955651201,0.430635099,0.955673782,2078_9,5,3,610583,,,,,,
610583,1.435,1.665,0.23,5,0.430635099,0.955673782,0.430664922,0.95569635,2078_10,5,3,610583,,,,,,
610583,1.665,1.8,0.135,5,0.430664922,0.95569635,0.430682423,0.955709646,2078_11,5,3,610583,,,,,,
610583,1.8,1.817,0.017,5,0.430682423,0.955709646,0.430684353,0.955711488,2078_12,5,3,610583,,,,,,
610583,1.817,2.03,0.213,5,0.430684353,0.955711488,0.430712137,0.955732044,2078_13,5,3,610583,,,,,,
610583,2.03,2.235,0.205,5,0.430712137,0.955732044,0.430738677,0.955752097,2078_14,5,3,610583,,,,,,
610583,2.235,2.396,0.161,5,0.430738677,0.955752097,0.430754009,0.955735764,2078_15,5,3,610583,,,,,,
610583,2.396,2.476,0.08,5,0.430754009,0.955735764,0.430761202,0.955724378,2078_16,5,3,610583,,,,,,
610583,2.476,2.689,0.213,5,0.430761202,0.955724378,0.430780289,0.955694169,2078_17,5,3,610583,,,,,,
610584,0,0.086,0.086,5,0.430583536,0.955505523,0.430575822,0.95551771,2078_1,5,4,610584,,,,,,
610584,0.086,0.188,0.102,5,0.430575822,0.95551771,0.430566683,0.955532146,2078_2,5,4,610584,,,,,,
610584,0.188,0.403,0.215,5,0.430566683,0.955532146,0.430547391,0.955562538,2078_3,5,4,610584,,,,,,
610584,0.403,0.635,0.232,5,0.430547391,0.955562538,0.430531366,0.955595222,2078_4,5,4,610584,,,,,,
610584,0.635,0.841,0.206,5,0.430531366,0.955595222,0.430558093,0.955615395,2078_5,5,4,610584,,,,,,
610584,0.841,1.047,0.206,5,0.430558093,0.955615395,0.430584756,0.955635634,2078_6,5,4,610584,,,,,,
610584,1.047,1.071,0.024,5,0.430584756,0.955635634,0.430587935,0.955638,2078_7,5,4,610584,,,,,,
610584,1.071,1.205,0.134,5,0.430587935,0.955638,0.430605276,0.955651201,2078_8,5,4,610584,,,,,,
610584,1.205,1.435,0.23,5,0.430605276,0.955651201,0.430635099,0.955673782,2078_9,5,4,610584,,,,,,
610584,1.435,1.665,0.23,5,0.430635099,0.955673782,0.430664922,0.95569635,2078_10,5,4,610584,,,,,,
610584,1.665,1.8,0.135,5,0.430664922,0.95569635,0.430682423,0.955709646,2078_11,5,4,610584,,,,,,
610584,1.8,1.817,0.017,5,0.430682423,0.955709646,0.430684353,0.955711488,2078_12,5,4,610584,,,,,,
610584,1.817,2.03,0.213,5,0.430684353,0.955711488,0.430712137,0.955732044,2078_13,5,4,610584,,,,,,
610584,2.03,2.235,0.205,5,0.430712137,0.955732044,0.430738677,0.955752097,2078_14,5,4,610584,,,,,,
610584,2.235,2.396,0.161,5,0.430738677,0.955752097,0.430754009,0.955735764,2078_15,5,4,610584,,,,,,
