rsection,rbeg_chg,rend_chg,rlength,rdir,BEGLAT,BEGLONG,ENDLAT,ENDLONG,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10
624503,0.875,1.136,0.261,5,0.430494978,0.955766608,0.430528176,0.955783801,651-1_6,5,3,624503,,,,,,
624504,0,0.303,0.303,5,0.43052846,0.955783352,0.430505716,0.95574957,651-1_1,5,4,624504,,,,,,
624504,0.303,0.421,0.118,5,0.430505716,0.95574957,0.430490404,0.955738023,651-1_2,5,4,624504,,,,,,
624504,0.421,0.646,0.225,5,0.430490404,0.955738023,0.43046519,0.955744157,651-1_3,5,4,624504,,,,,,
624504,0.646,0.757,0.111,5,0.43046519,0.955744157,0.430479631,0.955755043,651-1_4,5,4,624504,,,,,,
624504,0.757,0.875,0.118,5,0.430479631,0.955755043,0.430494978,0.955766608,651-1_5,5,4,624504,,,,,,
624504,0.875,1.136,0.261,5,0.430494978,0.955766608,0.430528176,0.955783801,651-1_6,5,4,624504,,,,,,
624510,1.136,1.274,0.138,5,0.430424675,0.955808691,0.430436893,0.955789101,651_1,5,1,624510,,,,,,
624510,1.274,1.412,0.138,5,0.430436893,0.955789101,0.430449254,0.955769452,651_2,5,1,624510,,,,,,
624510,1.412,1.55,0.138,5,0.430449254,0.955769452,0.430461615,0.955749837,651_3,5,1,624510,,,,,,
624510,1.55,1.59,0.04,5,0.430461615,0.955749837,0.43046519,0.955744157,651_4,5,1,624510,,,,,,
624512,1.136,1.274,0.138,5,0.430424675,0.955808691,0.430436893,0.955789101,651_1,5,2,624512,,,,,,
624512,1.274,1.412,0.138,5,0.430436893,0.955789101,0.430449254,0.955769452,651_2,5,2,624512,,,,,,
624512,1.412,1.55,0.138,5,0.430449254,0.955769452,0.430461615,0.955749837,651_3,5,2,624512,,,,,,
624512,1.55,1.59,0.04,5,0.430461615,0.955749837,0.43046519,0.955744157,651_4,5,2,624512,,,,,,
624513,1.136,1.274,0.138,5,0.430424675,0.955808691,0.430436893,0.955789101,651_1,5,3,624513,,,,,,
624513,1.274,1.412,0.138,5,0.430436893,0.955789101,0.430449254,0.955769452,651_2,5,3,624513,,,,,,
624513,1.412,1.55,0.138,5,0.430449254,0.955769452,0.430461615,0.955749837,651_3,5,3,624513,,,,,,
624513,1.55,1.59,0.04,5,0.430461615,0.955749837,0.43046519,0.955744157,651_4,5,3,624513,,,,,,
624514,1.136,1.274,0.138,5,0.430424675,0.955808691,0.430436893,0.955789101,651_1,5,4,624514,,,,,,
624514,1.274,1.412,0.138,5,0.430436893,0.955789101,0.430449254,0.955769452,651_2,5,4,624514,,,,,,
624514,1.412,1.55,0.138,5,0.430449254,0.955769452,0.430461615,0.955749837,651_3,5,4,624514,,,,,,
624514,1.55,1.59,0.04,5,0.430461615,0.955749837,0.43046519,0.955744157,651_4,5,4,624514,,,,,,
624600,0,0.138,0.138,5,0.430434733,0.955816274,0.43044705,0.955796689,652_1,5,1,624600,,,,,,
624600,0.138,0.276,0.138,5,0.43044705,0.955796689,0.430459391,0.955777091,652_2,5,1,624600,,,,,,
624600,0.276,0.414,0.138,5,0.430459391,0.955777091,0.430471691,0.955757433,652_3,5,1,624600,,,,,,
624602,0,0.138,0.138,5,0.430434733,0.955816274,0.43044705,0.955796689,652_1,5,2,624602,,,,,,
624602,0.138,0.276,0.138,5,0.43044705,0.955796689,0.430459391,0.955777091,652_2,5,2,624602,,,,,,
624602,0.276,0.414,0.138,5,0.430459391,0.955777091,0.430471691,0.955757433,652_3,5,2,624602,,,,,,
624603,0,0.138,0.138,5,0.430434733,0.955816274,0.43044705,0.955796689,652_1,5,3,624603,,,,,,
624603,0.138,0.276,0.138,5,0.43044705,0.955796689,0.430459391,0.955777091,652_2,5,3,624603,,,,,,
624603,0.276,0.414,0.138,5,0.430459391,0.955777091,0.430471691,0.955757433,652_3,5,3,624603,,,,,,
624604,0,0.138,0.138,5,0.430434733,0.955816274,0.43044705,0.955796689,652_1,5,4,624604,,,,,,
624604,0.138,0.276,0.138,5,0.43044705,0.955796689,0.430459391,0.955777091,652_2,5,4,624604,,,,,,
624604,0.276,0.414,0.138,5,0.430459391,0.955777091,0.430471691,0.955757433,652_3,5,4,624604,,,,,,
624650,0,0.138,0.138,5,0.430476775,0.955819065,0.430489077,0.955799456,654,5,1,624650,,,,,,
624652,0,0.138,0.138,5,0.430476775,0.955819065,0.430489077,0.955799456,654,5,2,624652,,,,,,
624653,0,0.138,0.138,5,0.430476775,0.955819065,0.430489077,0.955799456,654,5,3,624653,,,,,,
624654,0,0.138,0.138,5,0.430476775,0.955819065,0.430489077,0.955799456,654,5,4,624654,,,,,,
624670,0,0.138,0.138,5,0.430505197,0.955840492,0.430517522,0.955820891,655,5,1,624670,,,,,,
624672,0,0.138,0.138,5,0.430505197,0.955840492,0.430517522,0.955820891,655,5,2,624672,,,,,,
624673,0,0.138,0.138,5,0.430505197,0.955840492,0.430517522,0.955820891,655,5,3,624673,,,,,,
624674,0,0.138,0.138,5,0.430505197,0.955840492,0.430517522,0.955820891,655,5,4,624674,,,,,,
624680,0,0.018,0.018,5,0.430311262,0.955844303,0.430312852,0.955841808,656_1,5,1,624680,,,,,,
624680,0.018,0.067,0.049,5,0.430312852,0.955841808,0.430317223,0.955834897,656_2,5,1,624680,,,,,,
624680,0.067,0.143,0.076,5,0.430317223,0.955834897,0.43032404,0.955824091,656_3,5,1,624680,,,,,,
624680,0.143,0.17,0.027,5,0.43032404,0.955824091,0.430326442,0.955820272,656_4,5,1,624680,,,,,,
624680,0.17,0.273,0.103,5,0.430326442,0.955820272,0.430335577,0.955805604,656_5,5,1,624680,,,,,,
624682,0,0.018,0.018,5,0.430311262,0.955844303,0.430312852,0.955841808,656_1,5,2,624682,,,,,,
624682,0.018,0.067,0.049,5,0.430312852,0.955841808,0.430317223,0.955834897,656_2,5,2,624682,,,,,,
624682,0.067,0.143,0.076,5,0.430317223,0.955834897,0.43032404,0.955824091,656_3,5,2,624682,,,,,,
624682,0.143,0.17,0.027,5,0.43032404,0.955824091,0.430326442,0.955820272,656_4,5,2,624682,,,,,,
624682,0.17,0.273,0.103,5,0.430326442,0.955820272,0.430335577,0.955805604,656_5,5,2,624682,,,,,,
624683,0,0.018,0.018,5,0.430311262,0.955844303,0.430312852,0.955841808,656_1,5,3,624683,,,,,,
624683,0.018,0.067,0.049,5,0.430312852,0.955841808,0.430317223,0.955834897,656_2,5,3,624683,,,,,,
624683,0.067,0.143,0.076,5,0.430317223,0.955834897,0.43032404,0.955824091,656_3,5,3,624683,,,,,,
624683,0.143,0.17,0.027,5,0.43032404,0.955824091,0.430326442,0.955820272,656_4,5,3,624683,,,,,,
624683,0.17,0.273,0.103,5,0.430326442,0.955820272,0.430335577,0.955805604,656_5,5,3,624683,,,,,,
624684,0,0.018,0.018,5,0.430311262,0.955844303,0.430312852,0.955841808,656_1,5,4,624684,,,,,,
624684,0.018,0.067,0.049,5,0.430312852,0.955841808,0.430317223,0.955834897,656_2,5,4,624684,,,,,,
624684,0.067,0.143,0.076,5,0.430317223,0.955834897,0.43032404,0.955824091,656_3,5,4,624684,,,,,,
624684,0.143,0.17,0.027,5,0.43032404,0.955824091,0.430326442,0.955820272,656_4,5,4,624684,,,,,,
624684,0.17,0.273,0.103,5,0.430326442,0.955820272,0.430335577,0.955805604,656_5,5,4,624684,,,,,,
624690,0,0.138,0.138,5,0.430378867,0.955745249,0.430391113,0.955725591,6562,5,1,624690,,,,,,
624692,0,0.138,0.138,5,0.430378867,0.955745249,0.430391113,0.955725591,6562,5,2,624692,,,,,,
624693,0,0.138,0.138,5,0.430378867,0.955745249,0.430391113,0.955725591,6562,5,3,624693,,,,,,
624694,0,0.138,0.138,5,0.430378867,0.955745249,0.430391113,0.955725591,6562,5,4,624694,,,,,,
624700,0,0.138,0.138,5,0.430407227,0.955766651,0.430419561,0.95574706,6563,5,1,624700,,,,,,
624702,0,0.138,0.138,5,0.430407227,0.955766651,0.430419561,0.95574706,6563,5,2,624702,,,,,,
624703,0,0.138,0.138,5,0.430407227,0.955766651,0.430419561,0.95574706,6563,5,3,624703,,,,,,
624704,0,0.138,0.138,5,0.430407227,0.955766651,0.430419561,0.95574706,6563,5,4,624704,,,,,,
624710,0,0.125,0.125,5,0.430330321,0.955854979,0.430341473,0.955837218,6564_1,5,1,624710,,,,,,
624710,0.125,0.255,0.13,5,0.430341473,0.955837218,0.430353072,0.955818787,6564_2,5,1,624710,,,,,,
624712,0,0.125,0.125,5,0.430330321,0.955854979,0.430341473,0.955837218,6564_1,5,2,624712,,,,,,
624712,0.125,0.255,0.13,5,0.430341473,0.955837218,0.430353072,0.955818787,6564_2,5,2,624712,,,,,,
624713,0,0.125,0.125,5,0.430330321,0.955854979,0.430341473,0.955837218,6564_1,5,3,624713,,,,,,
624713,0.125,0.255,0.13,5,0.430341473,0.955837218,0.430353072,0.955818787,6564_2,5,3,624713,,,,,,
624714,0,0.125,0.125,5,0.430330321,0.955854979,0.430341473,0.955837218,6564_1,5,4,624714,,,,,,
624714,0.125,0.255,0.13,5,0.430341473,0.955837218,0.430353072,0.955818787,6564_2,5,4,624714,,,,,,
624720,0,0.12,0.12,5,0.430494978,0.955766608,0.430505716,0.95574957,6566,5,1,624720,,,,,,
624722,0,0.12,0.12,5,0.430494978,0.955766608,0.430505716,0.95574957,6566,5,2,624722,,,,,,
624723,0,0.12,0.12,5,0.430494978,0.955766608,0.430505716,0.95574957,6566,5,3,624723,,,,,,
624724,0,0.12,0.12,5,0.430494978,0.955766608,0.430505716,0.95574957,6566,5,4,624724,,,,,,
624730,0,0.125,0.125,5,0.430380163,0.955892548,0.43039134,0.955874764,6568_1,5,1,624730,,,,,,
624730,0.125,0.255,0.13,5,0.43039134,0.955874764,0.430402933,0.955856363,6568_2,5,1,624730,,,,,,
624730,0.255,0.402,0.147,5,0.430402933,0.955856363,0.430415962,0.95583548,6568_3,5,1,624730,,,,,,
624732,0,0.125,0.125,5,0.430380163,0.955892548,0.43039134,0.955874764,6568_1,5,2,624732,,,,,,
624732,0.125,0.255,0.13,5,0.43039134,0.955874764,0.430402933,0.955856363,6568_2,5,2,624732,,,,,,
624732,0.255,0.402,0.147,5,0.430402933,0.955856363,0.430415962,0.95583548,6568_3,5,2,624732,,,,,,
624733,0,0.125,0.125,5,0.430380163,0.955892548,0.43039134,0.955874764,6568_1,5,3,624733,,,,,,
624733,0.125,0.255,0.13,5,0.43039134,0.955874764,0.430402933,0.955856363,6568_2,5,3,624733,,,,,,
624733,0.255,0.402,0.147,5,0.430402933,0.955856363,0.430415962,0.95583548,6568_3,5,3,624733,,,,,,
624734,0,0.125,0.125,5,0.430380163,0.955892548,0.43039134,0.955874764,6568_1,5,4,624734,,,,,,
624734,0.125,0.255,0.13,5,0.43039134,0.955874764,0.430402933,0.955856363,6568_2,5,4,624734,,,,,,
624734,0.255,0.402,0.147,5,0.430402933,0.955856363,0.430415962,0.95583548,6568_3,5,4,624734,,,,,,
624740,0,0.134,0.134,5,0.43032404,0.955824091,0.430341473,0.955837218,658_1,5,1,624740,,,,,,
624740,0.134,0.518,0.384,5,0.430341473,0.955837218,0.43039134,0.955874764,658_2,5,1,624740,,,,,,
624740,0.518,0.855,0.337,5,0.43039134,0.955874764,0.43043506,0.955907774,658_3,5,1,624740,,,,,,
624740,0.855,1.229,0.374,5,0.43043506,0.955907774,0.430483637,0.955944378,658_4,5,1,624740,,,,,,
624742,0,0.134,0.134,5,0.43032404,0.955824091,0.430341473,0.955837218,658_1,5,2,624742,,,,,,
624742,0.134,0.518,0.384,5,0.430341473,0.955837218,0.43039134,0.955874764,658_2,5,2,624742,,,,,,
624742,0.518,0.855,0.337,5,0.43039134,0.955874764,0.43043506,0.955907774,658_3,5,2,624742,,,,,,
624742,0.855,1.229,0.374,5,0.43043506,0.955907774,0.430483637,0.955944378,658_4,5,2,624742,,,,,,
624743,0,0.134,0.134,5,0.43032404,0.955824091,0.430341473,0.955837218,658_1,5,3,624743,,,,,,
624743,0.134,0.518,0.384,5,0.430341473,0.955837218,0.43039134,0.955874764,658_2,5,3,624743,,,,,,
624743,0.518,0.855,0.337,5,0.43039134,0.955874764,0.43043506,0.955907774,658_3,5,3,624743,,,,,,
624743,0.855,1.229,0.374,5,0.43043506,0.955907774,0.430483637,0.955944378,658_4,5,3,624743,,,,,,
624744,0,0.134,0.134,5,0.43032404,0.955824091,0.430341473,0.955837218,658_1,5,4,624744,,,,,,
624744,0.134,0.518,0.384,5,0.430341473,0.955837218,0.43039134,0.955874764,658_2,5,4,624744,,,,,,
624744,0.518,0.855,0.337,5,0.43039134,0.955874764,0.43043506,0.955907774,658_3,5,4,624744,,,,,,
624744,0.855,1.229,0.374,5,0.43043506,0.955907774,0.430483637,0.955944378,658_4,5,4,624744,,,,,,
624750,0,0.147,0.147,5,0.43026185,0.955716754,0.430274984,0.955695926,659_1,5,1,624750,,,,,,
624750,0.147,0.285,0.138,5,0.430274984,0.955695926,0.430287352,0.955676275,659_2,5,1,624750,,,,,,
624750,0.285,0.423,0.138,5,0.430287352,0.955676275,0.430299666,0.955656732,659_3,5,1,624750,,,,,,
624750,0.423,0.558,0.135,5,0.430299666,0.955656732,0.430312034,0.955637869,659_4,5,1,624750,,,,,,
624752,0,0.147,0.147,5,0.43026185,0.955716754,0.430274984,0.955695926,659_1,5,2,624752,,,,,,
624752,0.147,0.285,0.138,5,0.430274984,0.955695926,0.430287352,0.955676275,659_2,5,2,624752,,,,,,
624752,0.285,0.423,0.138,5,0.430287352,0.955676275,0.430299666,0.955656732,659_3,5,2,624752,,,,,,
624752,0.423,0.558,0.135,5,0.430299666,0.955656732,0.430312034,0.955637869,659_4,5,2,624752,,,,,,
624753,0,0.147,0.147,5,0.43026185,0.955716754,0.430274984,0.955695926,659_1,5,3,624753,,,,,,
624753,0.147,0.285,0.138,5,0.430274984,0.955695926,0.430287352,0.955676275,659_2,5,3,624753,,,,,,
624753,0.285,0.423,0.138,5,0.430287352,0.955676275,0.430299666,0.955656732,659_3,5,3,624753,,,,,,
624753,0.423,0.558,0.135,5,0.430299666,0.955656732,0.430312034,0.955637869,659_4,5,3,624753,,,,,,
624754,0,0.147,0.147,5,0.43026185,0.955716754,0.430274984,0.955695926,659_1,5,4,624754,,,,,,
624754,0.147,0.285,0.138,5,0.430274984,0.955695926,0.430287352,0.955676275,659_2,5,4,624754,,,,,,
624754,0.285,0.423,0.138,5,0.430287352,0.955676275,0.430299666,0.955656732,659_3,5,4,624754,,,,,,
624754,0.423,0.558,0.135,5,0.430299666,0.955656732,0.430312034,0.955637869,659_4,5,4,624754,,,,,,
624760,0,0.131,0.131,5,0.430538504,0.955895878,0.4305511,0.95587797,660_1,5,1,624760,,,,,,
624760,0.131,0.263,0.132,5,0.4305511,0.95587797,0.430563766,0.955859973,660_2,5,1,624760,,,,,,
624760,0.263,0.422,0.159,5,0.430563766,0.955859973,0.430579008,0.95583832,660_3,5,1,624760,,,,,,
624762,0,0.131,0.131,5,0.430538504,0.955895878,0.4305511,0.95587797,660_1,5,2,624762,,,,,,
624762,0.131,0.263,0.132,5,0.4305511,0.95587797,0.430563766,0.955859973,660_2,5,2,624762,,,,,,
624762,0.263,0.422,0.159,5,0.430563766,0.955859973,0.430579008,0.95583832,660_3,5,2,624762,,,,,,
624763,0,0.131,0.131,5,0.430538504,0.955895878,0.4305511,0.95587797,660_1,5,3,624763,,,,,,
624763,0.131,0.263,0.132,5,0.4305511,0.95587797,0.430563766,0.955859973,660_2,5,3,624763,,,,,,
624763,0.263,0.422,0.159,5,0.430563766,0.955859973,0.430579008,0.95583832,660_3,5,3,624763,,,,,,
624764,0,0.131,0.131,5,0.430538504,0.955895878,0.4305511,0.95587797,660_1,5,4,624764,,,,,,
624764,0.131,0.263,0.132,5,0.4305511,0.95587797,0.430563766,0.955859973,660_2,5,4,624764,,,,,,
624764,0.263,0.422,0.159,5,0.430563766,0.955859973,0.430579008,0.95583832,660_3,5,4,624764,,,,,,
624770,0,0.338,0.338,5,0.430714786,0.955951682,0.430713127,0.956009914,662,5,1,624770,,,,,,
624772,0,0.338,0.338,5,0.430714786,0.955951682,0.430713127,0.956009914,662,5,2,624772,,,,,,
624773,0,0.338,0.338,5,0.430714786,0.955951682,0.430713127,0.956009914,662,5,3,624773,,,,,,
624774,0,0.338,0.338,5,0.430714786,0.955951682,0.430713127,0.956009914,662,5,4,624774,,,,,,
624780,0,0.337,0.337,5,0.430726613,0.955952121,0.430724908,0.956010273,663_1,5,1,624780,,,,,,
624780,0.337,0.748,0.411,5,0.430724908,0.956010273,0.430734243,0.956070293,663_2,5,1,624780,,,,,,
624780,0.748,1.157,0.409,5,0.430734243,0.956070293,0.430746746,0.956010919,663_3,5,1,624780,,,,,,
624780,1.157,1.506,0.349,5,0.430746746,0.956010919,0.430748404,0.955950803,663_4,5,1,624780,,,,,,
624782,0,0.337,0.337,5,0.430726613,0.955952121,0.430724908,0.956010273,663_1,5,2,624782,,,,,,
624782,0.337,0.748,0.411,5,0.430724908,0.956010273,0.430734243,0.956070293,663_2,5,2,624782,,,,,,
624782,0.748,1.157,0.409,5,0.430734243,0.956070293,0.430746746,0.956010919,663_3,5,2,624782,,,,,,
624782,1.157,1.506,0.349,5,0.430746746,0.956010919,0.430748404,0.955950803,663_4,5,2,624782,,,,,,
624783,0,0.337,0.337,5,0.430726613,0.955952121,0.430724908,0.956010273,663_1,5,3,624783,,,,,,
624783,0.337,0.748,0.411,5,0.430724908,0.956010273,0.430734243,0.956070293,663_2,5,3,624783,,,,,,
624783,0.748,1.157,0.409,5,0.430734243,0.956070293,0.430746746,0.956010919,663_3,5,3,624783,,,,,,
624783,1.157,1.506,0.349,5,0.430746746,0.956010919,0.430748404,0.955950803,663_4,5,3,624783,,,,,,
624784,0,0.337,0.337,5,0.430726613,0.955952121,0.430724908,0.956010273,663_1,5,4,624784,,,,,,
624784,0.337,0.748,0.411,5,0.430724908,0.956010273,0.430734243,0.956070293,663_2,5,4,624784,,,,,,
624784,0.748,1.157,0.409,5,0.430734243,0.956070293,0.430746746,0.956010919,663_3,5,4,624784,,,,,,
624784,1.157,1.506,0.349,5,0.430746746,0.956010919,0.430748404,0.955950803,663_4,5,4,624784,,,,,,
624790,0,0.346,0.346,5,0.430734243,0.956070293,0.430736052,0.956010593,665_1,5,1,624790,,,,,,
624790,0.346,0.683,0.337,5,0.430736052,0.956010593,0.430737839,0.955952499,665_2,5,1,624790,,,,,,
624792,0,0.346,0.346,5,0.430734243,0.956070293,0.430736052,0.956010593,665_1,5,2,624792,,,,,,
624792,0.346,0.683,0.337,5,0.430736052,0.956010593,0.430737839,0.955952499,665_2,5,2,624792,,,,,,
624793,0,0.346,0.346,5,0.430734243,0.956070293,0.430736052,0.956010593,665_1,5,3,624793,,,,,,
624793,0.346,0.683,0.337,5,0.430736052,0.956010593,0.430737839,0.955952499,665_2,5,3,624793,,,,,,
624794,0,0.346,0.346,5,0.430734243,0.956070293,0.430736052,0.956010593,665_1,5,4,624794,,,,,,
624794,0.346,0.683,0.337,5,0.430736052,0.956010593,0.430737839,0.955952499,665_2,5,4,624794,,,,,,
624860,0,0.374,0.374,5,0.430756604,0.956075777,0.430758257,0.956011273,668_1,5,1,624860,,,,,,
624860,0.374,0.757,0.383,5,0.430758257,0.956011273,0.430759968,0.955945283,668_2,5,1,624860,,,,,,
624860,0.757,0.902,0.145,5,0.430759968,0.955945283,0.430761513,0.955920425,668_3,5,1,624860,,,,,,
624862,0,0.374,0.374,5,0.430756604,0.956075777,0.430758257,0.956011273,668_1,5,2,624862,,,,,,
624862,0.374,0.757,0.383,5,0.430758257,0.956011273,0.430759968,0.955945283,668_2,5,2,624862,,,,,,
624862,0.757,0.902,0.145,5,0.430759968,0.955945283,0.430761513,0.955920425,668_3,5,2,624862,,,,,,
624863,0,0.374,0.374,5,0.430756604,0.956075777,0.430758257,0.956011273,668_1,5,3,624863,,,,,,
624863,0.374,0.757,0.383,5,0.430758257,0.956011273,0.430759968,0.955945283,668_2,5,3,624863,,,,,,
624863,0.757,0.902,0.145,5,0.430759968,0.955945283,0.430761513,0.955920425,668_3,5,3,624863,,,,,,
624864,0,0.374,0.374,5,0.430756604,0.956075777,0.430758257,0.956011273,668_1,5,4,624864,,,,,,
624864,0.374,0.757,0.383,5,0.430758257,0.956011273,0.430759968,0.955945283,668_2,5,4,624864,,,,,,
624864,0.757,0.902,0.145,5,0.430759968,0.955945283,0.430761513,0.955920425,668_3,5,4,624864,,,,,,
624880,0,0.08,0.08,5,0.430759968,0.955945283,0.430748404,0.955950803,670_1,5,1,624880,,,,,,
624880,0.08,0.149,0.069,5,0.430748404,0.955950803,0.430737839,0.955952499,670_2,5,1,624880,,,,,,
624880,0.149,0.22,0.071,5,0.430737839,0.955952499,0.430726613,0.955952121,670_3,5,1,624880,,,,,,
624880,0.22,0.295,0.075,5,0.430726613,0.955952121,0.430714786,0.955951682,670_4,5,1,624880,,,,,,
624882,0,0.08,0.08,5,0.430759968,0.955945283,0.430748404,0.955950803,670_1,5,2,624882,,,,,,
624882,0.08,0.149,0.069,5,0.430748404,0.955950803,0.430737839,0.955952499,670_2,5,2,624882,,,,,,
624882,0.149,0.22,0.071,5,0.430737839,0.955952499,0.430726613,0.955952121,670_3,5,2,624882,,,,,,
624882,0.22,0.295,0.075,5,0.430726613,0.955952121,0.430714786,0.955951682,670_4,5,2,624882,,,,,,
624883,0,0.08,0.08,5,0.430759968,0.955945283,0.430748404,0.955950803,670_1,5,3,624883,,,,,,
624883,0.08,0.149,0.069,5,0.430748404,0.955950803,0.430737839,0.955952499,670_2,5,3,624883,,,,,,
624883,0.149,0.22,0.071,5,0.430737839,0.955952499,0.430726613,0.955952121,670_3,5,3,624883,,,,,,
624883,0.22,0.295,0.075,5,0.430726613,0.955952121,0.430714786,0.955951682,670_4,5,3,624883,,,,,,
624884,0,0.08,0.08,5,0.430759968,0.955945283,0.430748404,0.955950803,670_1,5,4,624884,,,,,,
624884,0.08,0.149,0.069,5,0.430748404,0.955950803,0.430737839,0.955952499,670_2,5,4,624884,,,,,,
624884,0.149,0.22,0.071,5,0.430737839,0.955952499,0.430726613,0.955952121,670_3,5,4,624884,,,,,,
624884,0.22,0.295,0.075,5,0.430726613,0.955952121,0.430714786,0.955951682,670_4,5,4,624884,,,,,,
624890,0,0.081,0.081,5,0.430525369,0.955797886,0.430532565,0.955786425,6702,5,1,624890,,,,,,
624892,0,0.081,0.081,5,0.430525369,0.955797886,0.430532565,0.955786425,6702,5,2,624892,,,,,,
624893,0,0.081,0.081,5,0.430525369,0.955797886,0.430532565,0.955786425,6702,5,3,624893,,,,,,
624894,0,0.081,0.081,5,0.430525369,0.955797886,0.430532565,0.955786425,6702,5,4,624894,,,,,,
625410,0,0.253,0.253,5,0.43050864,0.955631148,0.430531366,0.955595222,6994,5,1,625410,,,,,,
625412,0,0.253,0.253,5,0.43050864,0.955631148,0.430531366,0.955595222,6994,5,2,625412,,,,,,
625413,0,0.253,0.253,5,0.43050864,0.955631148,0.430531366,0.955595222,6994,5,3,625413,,,,,,
625414,0,0.253,0.253,5,0.43050864,0.955631148,0.430531366,0.955595222,6994,5,4,625414,,,,,,
625420,0,0.26,0.26,5,0.430622983,0.955772357,0.430646265,0.955735421,6995,5,1,625420,,,,,,
625422,0,0.26,0.26,5,0.430622983,0.955772357,0.430646265,0.955735421,6995,5,2,625422,,,,,,
625423,0,0.26,0.26,5,0.430622983,0.955772357,0.430646265,0.955735421,6995,5,3,625423,,,,,,
625424,0,0.26,0.26,5,0.430622983,0.955772357,0.430646265,0.955735421,6995,5,4,625424,,,,,,
626110,0,0.263,0.263,5,0.430715266,0.955789261,0.430734712,0.955824382,7536_1,5,1,626110,,,,,,
626110,0.263,0.386,0.123,5,0.430734712,0.955824382,0.430749906,0.955836504,7536_2,5,1,626110,,,,,,
626110,0.386,0.559,0.173,5,0.430749906,0.955836504,0.430759782,0.955832662,7536_3,5,1,626110,,,,,,
626112,0,0.263,0.263,5,0.430715266,0.955789261,0.430734712,0.955824382,7536_1,5,2,626112,,,,,,
626112,0.263,0.386,0.123,5,0.430734712,0.955824382,0.430749906,0.955836504,7536_2,5,2,626112,,,,,,
626112,0.386,0.559,0.173,5,0.430749906,0.955836504,0.430759782,0.955832662,7536_3,5,2,626112,,,,,,
626113,0,0.263,0.263,5,0.430715266,0.955789261,0.430734712,0.955824382,7536_1,5,3,626113,,,,,,
626113,0.263,0.386,0.123,5,0.430734712,0.955824382,0.430749906,0.955836504,7536_2,5,3,626113,,,,,,
626113,0.386,0.559,0.173,5,0.430749906,0.955836504,0.430759782,0.955832662,7536_3,5,3,626113,,,,,,
626114,0,0.263,0.263,5,0.430715266,0.955789261,0.430734712,0.955824382,7536_1,5,4,626114,,,,,,
626114,0.263,0.386,0.123,5,0.430734712,0.955824382,0.430749906,0.955836504,7536_2,5,4,626114,,,,,,
626114,0.386,0.559,0.173,5,0.430749906,0.955836504,0.430759782,0.955832662,7536_3,5,4,626114,,,,,,
626150,0,0.037,0.037,5,0.430843411,0.955826074,0.430848391,0.955829537,7561_1,5,1,626150,,,,,,
626150,0.037,0.113,0.076,5,0.430848391,0.955829537,0.430858463,0.955836577,7561_2,5,1,626150,,,,,,
626150,0.113,0.319,0.206,5,0.430858463,0.955836577,0.430885823,0.95585559,7561_3,5,1,626150,,,,,,
626150,0.319,0.392,0.073,5,0.430885823,0.95585559,0.430895604,0.955862351,7561_4,5,1,626150,,,,,,
626152,0,0.037,0.037,5,0.430843411,0.955826074,0.430848391,0.955829537,7561_1,5,2,626152,,,,,,
626152,0.037,0.113,0.076,5,0.430848391,0.955829537,0.430858463,0.955836577,7561_2,5,2,626152,,,,,,
626152,0.113,0.319,0.206,5,0.430858463,0.955836577,0.430885823,0.95585559,7561_3,5,2,626152,,,,,,
626152,0.319,0.392,0.073,5,0.430885823,0.95585559,0.430895604,0.955862351,7561_4,5,2,626152,,,,,,
626153,0,0.037,0.037,5,0.430843411,0.955826074,0.430848391,0.955829537,7561_1,5,3,626153,,,,,,
626153,0.037,0.113,0.076,5,0.430848391,0.955829537,0.430858463,0.955836577,7561_2,5,3,626153,,,,,,
626153,0.113,0.319,0.206,5,0.430858463,0.955836577,0.430885823,0.95585559,7561_3,5,3,626153,,,,,,
626153,0.319,0.392,0.073,5,0.430885823,0.95585559,0.430895604,0.955862351,7561_4,5,3,626153,,,,,,
626154,0,0.037,0.037,5,0.430843411,0.955826074,0.430848391,0.955829537,7561_1,5,4,626154,,,,,,
626154,0.037,0.113,0.076,5,0.430848391,0.955829537,0.430858463,0.955836577,7561_2,5,4,626154,,,,,,
